data_referencia,ano,mes,trimestre,dia_semana,ano_mes,tempo_id
2022-07-21,2022,7,3,Thursday,2022-07,1135
2022-07-25,2022,7,3,Monday,2022-07,236
2022-07-26,2022,7,3,Tuesday,2022-07,747
2022-07-27,2022,7,3,Wednesday,2022-07,748
2022-07-30,2022,7,3,Saturday,2022-07,777
2022-08-01,2022,8,3,Monday,2022-08,929
2022-08-04,2022,8,3,Thursday,2022-08,1130
2022-08-09,2022,8,3,Tuesday,2022-08,901
2022-08-11,2022,8,3,Thursday,2022-08,778
2022-08-13,2022,8,3,Saturday,2022-08,1070
2022-08-15,2022,8,3,Monday,2022-08,902
2022-08-16,2022,8,3,Tuesday,2022-08,779
2022-08-17,2022,8,3,Wednesday,2022-08,279
2022-08-19,2022,8,3,Friday,2022-08,1062
2022-08-20,2022,8,3,Saturday,2022-08,1061
2022-08-24,2022,8,3,Wednesday,2022-08,825
2022-08-26,2022,8,3,Friday,2022-08,781
2022-08-27,2022,8,3,Saturday,2022-08,903
2022-08-29,2022,8,3,Monday,2022-08,1156
2022-08-30,2022,8,3,Tuesday,2022-08,424
2022-09-06,2022,9,3,Tuesday,2022-09,1125
2022-09-07,2022,9,3,Wednesday,2022-09,1071
2022-09-15,2022,9,3,Thursday,2022-09,310
2022-09-16,2022,9,3,Friday,2022-09,780
2022-09-18,2022,9,3,Sunday,2022-09,1063
2022-09-19,2022,9,3,Monday,2022-09,403
2022-09-21,2022,9,3,Wednesday,2022-09,404
2022-09-22,2022,9,3,Thursday,2022-09,571
2022-09-24,2022,9,3,Saturday,2022-09,798
2022-09-25,2022,9,3,Sunday,2022-09,799
2022-10-01,2022,10,4,Saturday,2022-10,237
2022-10-03,2022,10,4,Monday,2022-10,581
2022-10-06,2022,10,4,Thursday,2022-10,783
2022-10-09,2022,10,4,Sunday,2022-10,1064
2022-10-11,2022,10,4,Tuesday,2022-10,782
2022-10-12,2022,10,4,Wednesday,2022-10,800
2022-10-17,2022,10,4,Monday,2022-10,546
2022-10-19,2022,10,4,Wednesday,2022-10,405
2022-10-20,2022,10,4,Thursday,2022-10,238
2022-10-21,2022,10,4,Friday,2022-10,1175
2022-10-24,2022,10,4,Monday,2022-10,1117
2022-10-25,2022,10,4,Tuesday,2022-10,1131
2022-10-28,2022,10,4,Friday,2022-10,425
2022-11-01,2022,11,4,Tuesday,2022-11,406
2022-11-08,2022,11,4,Tuesday,2022-11,280
2022-11-10,2022,11,4,Thursday,2022-11,547
2022-11-14,2022,11,4,Monday,2022-11,582
2022-11-21,2022,11,4,Monday,2022-11,905
2022-11-22,2022,11,4,Tuesday,2022-11,826
2022-11-23,2022,11,4,Wednesday,2022-11,906
2022-11-25,2022,11,4,Friday,2022-11,193
2022-11-28,2022,11,4,Monday,2022-11,907
2022-11-29,2022,11,4,Tuesday,2022-11,239
2022-12-01,2022,12,4,Thursday,2022-12,548
2022-12-02,2022,12,4,Friday,2022-12,910
2022-12-06,2022,12,4,Tuesday,2022-12,1141
2022-12-07,2022,12,4,Wednesday,2022-12,251
2022-12-12,2022,12,4,Monday,2022-12,1096
2022-12-14,2022,12,4,Wednesday,2022-12,911
2022-12-19,2022,12,4,Monday,2022-12,1097
2022-12-21,2022,12,4,Wednesday,2022-12,311
2022-12-22,2022,12,4,Thursday,2022-12,194
2022-12-23,2022,12,4,Friday,2022-12,583
2022-12-27,2022,12,4,Tuesday,2022-12,912
2022-12-31,2022,12,4,Saturday,2022-12,426
2023-01-01,2023,1,1,Sunday,2023-01,418
2023-01-02,2023,1,1,Monday,2023-01,1098
2023-01-03,2023,1,1,Tuesday,2023-01,771
2023-01-04,2023,1,1,Wednesday,2023-01,801
2023-01-05,2023,1,1,Thursday,2023-01,904
2023-01-09,2023,1,1,Monday,2023-01,312
2023-01-16,2023,1,1,Monday,2023-01,313
2023-01-17,2023,1,1,Tuesday,2023-01,1205
2023-01-18,2023,1,1,Wednesday,2023-01,584
2023-01-19,2023,1,1,Thursday,2023-01,1099
2023-01-20,2023,1,1,Friday,2023-01,802
2023-01-21,2023,1,1,Saturday,2023-01,585
2023-01-23,2023,1,1,Monday,2023-01,784
2023-01-24,2023,1,1,Tuesday,2023-01,314
2023-01-27,2023,1,1,Friday,2023-01,1211
2023-01-30,2023,1,1,Monday,2023-01,467
2023-02-03,2023,2,1,Friday,2023-02,803
2023-02-04,2023,2,1,Saturday,2023-02,1065
2023-02-07,2023,2,1,Tuesday,2023-02,785
2023-02-11,2023,2,1,Saturday,2023-02,1068
2023-02-14,2023,2,1,Tuesday,2023-02,959
2023-02-15,2023,2,1,Wednesday,2023-02,427
2023-02-16,2023,2,1,Thursday,2023-02,195
2023-02-17,2023,2,1,Friday,2023-02,804
2023-02-22,2023,2,1,Wednesday,2023-02,1101
2023-02-23,2023,2,1,Thursday,2023-02,1157
2023-02-24,2023,2,1,Friday,2023-02,1109
2023-02-27,2023,2,1,Monday,2023-02,915
2023-02-28,2023,2,1,Tuesday,2023-02,281
2023-03-01,2023,3,1,Wednesday,2023-03,550
2023-03-05,2023,3,1,Sunday,2023-03,1110
2023-03-07,2023,3,1,Tuesday,2023-03,549
2023-03-08,2023,3,1,Wednesday,2023-03,827
2023-03-13,2023,3,1,Monday,2023-03,1136
2023-03-14,2023,3,1,Tuesday,2023-03,331
2023-03-16,2023,3,1,Thursday,2023-03,1126
2023-03-17,2023,3,1,Friday,2023-03,805
2023-03-18,2023,3,1,Saturday,2023-03,1111
2023-03-19,2023,3,1,Sunday,2023-03,1127
2023-03-20,2023,3,1,Monday,2023-03,240
2023-03-28,2023,3,1,Tuesday,2023-03,315
2023-03-29,2023,3,1,Wednesday,2023-03,996
2023-03-30,2023,3,1,Thursday,2023-03,586
2023-04-01,2023,4,2,Saturday,2023-04,551
2023-04-05,2023,4,2,Wednesday,2023-04,787
2023-04-09,2023,4,2,Sunday,2023-04,786
2023-04-10,2023,4,2,Monday,2023-04,241
2023-04-11,2023,4,2,Tuesday,2023-04,196
2023-04-14,2023,4,2,Friday,2023-04,374
2023-04-16,2023,4,2,Sunday,2023-04,419
2023-04-18,2023,4,2,Tuesday,2023-04,197
2023-04-20,2023,4,2,Thursday,2023-04,960
2023-04-21,2023,4,2,Friday,2023-04,462
2023-04-23,2023,4,2,Sunday,2023-04,1112
2023-04-24,2023,4,2,Monday,2023-04,828
2023-04-25,2023,4,2,Tuesday,2023-04,1105
2023-04-26,2023,4,2,Wednesday,2023-04,1210
2023-04-29,2023,4,2,Saturday,2023-04,252
2023-04-30,2023,4,2,Sunday,2023-04,572
2023-05-01,2023,5,2,Monday,2023-05,552
2023-05-02,2023,5,2,Tuesday,2023-05,22
2023-05-03,2023,5,2,Wednesday,2023-05,198
2023-05-04,2023,5,2,Thursday,2023-05,316
2023-05-05,2023,5,2,Friday,2023-05,375
2023-05-06,2023,5,2,Saturday,2023-05,1102
2023-05-10,2023,5,2,Wednesday,2023-05,1113
2023-05-15,2023,5,2,Monday,2023-05,788
2023-05-16,2023,5,2,Tuesday,2023-05,317
2023-05-17,2023,5,2,Wednesday,2023-05,553
2023-05-21,2023,5,2,Sunday,2023-05,806
2023-05-22,2023,5,2,Monday,2023-05,388
2023-05-23,2023,5,2,Tuesday,2023-05,318
2023-05-25,2023,5,2,Thursday,2023-05,1142
2023-05-29,2023,5,2,Monday,2023-05,319
2023-05-30,2023,5,2,Tuesday,2023-05,421
2023-05-31,2023,5,2,Wednesday,2023-05,466
2023-06-01,2023,6,2,Thursday,2023-06,242
2023-06-02,2023,6,2,Friday,2023-06,555
2023-06-05,2023,6,2,Monday,2023-06,389
2023-06-06,2023,6,2,Tuesday,2023-06,554
2023-06-07,2023,6,2,Wednesday,2023-06,282
2023-06-09,2023,6,2,Friday,2023-06,420
2023-06-12,2023,6,2,Monday,2023-06,199
2023-06-13,2023,6,2,Tuesday,2023-06,201
2023-06-14,2023,6,2,Wednesday,2023-06,283
2023-06-15,2023,6,2,Thursday,2023-06,1128
2023-06-16,2023,6,2,Friday,2023-06,1206
2023-06-19,2023,6,2,Monday,2023-06,177
2023-06-20,2023,6,2,Tuesday,2023-06,807
2023-06-21,2023,6,2,Wednesday,2023-06,961
2023-06-23,2023,6,2,Friday,2023-06,200
2023-06-24,2023,6,2,Saturday,2023-06,167
2023-06-25,2023,6,2,Sunday,2023-06,587
2023-06-26,2023,6,2,Monday,2023-06,145
2023-06-27,2023,6,2,Tuesday,2023-06,335
2023-06-28,2023,6,2,Wednesday,2023-06,320
2023-06-29,2023,6,2,Thursday,2023-06,1006
2023-06-30,2023,6,2,Friday,2023-06,1158
2023-07-01,2023,7,3,Saturday,2023-07,333
2023-07-02,2023,7,3,Sunday,2023-07,1114
2023-07-03,2023,7,3,Monday,2023-07,397
2023-07-04,2023,7,3,Tuesday,2023-07,400
2023-07-05,2023,7,3,Wednesday,2023-07,284
2023-07-06,2023,7,3,Thursday,2023-07,1007
2023-07-07,2023,7,3,Friday,2023-07,332
2023-07-08,2023,7,3,Saturday,2023-07,146
2023-07-09,2023,7,3,Sunday,2023-07,1005
2023-07-10,2023,7,3,Monday,2023-07,1115
2023-07-11,2023,7,3,Tuesday,2023-07,422
2023-07-12,2023,7,3,Wednesday,2023-07,772
2023-07-13,2023,7,3,Thursday,2023-07,147
2023-07-14,2023,7,3,Friday,2023-07,556
2023-07-16,2023,7,3,Sunday,2023-07,930
2023-07-18,2023,7,3,Tuesday,2023-07,202
2023-07-19,2023,7,3,Wednesday,2023-07,321
2023-07-20,2023,7,3,Thursday,2023-07,176
2023-07-21,2023,7,3,Friday,2023-07,154
2023-07-22,2023,7,3,Saturday,2023-07,464
2023-07-24,2023,7,3,Monday,2023-07,255
2023-07-25,2023,7,3,Tuesday,2023-07,158
2023-07-26,2023,7,3,Wednesday,2023-07,423
2023-07-27,2023,7,3,Thursday,2023-07,165
2023-07-28,2023,7,3,Friday,2023-07,149
2023-07-29,2023,7,3,Saturday,2023-07,172
2023-07-30,2023,7,3,Sunday,2023-07,291
2023-07-31,2023,7,3,Monday,2023-07,173
2023-08-01,2023,8,3,Tuesday,2023-08,169
2023-08-02,2023,8,3,Wednesday,2023-08,156
2023-08-03,2023,8,3,Thursday,2023-08,148
2023-08-04,2023,8,3,Friday,2023-08,334
2023-08-05,2023,8,3,Saturday,2023-08,130
2023-08-06,2023,8,3,Sunday,2023-08,155
2023-08-07,2023,8,3,Monday,2023-08,175
2023-08-08,2023,8,3,Tuesday,2023-08,174
2023-08-09,2023,8,3,Wednesday,2023-08,463
2023-08-10,2023,8,3,Thursday,2023-08,164
2023-08-11,2023,8,3,Friday,2023-08,150
2023-08-12,2023,8,3,Saturday,2023-08,157
2023-08-13,2023,8,3,Sunday,2023-08,151
2023-08-14,2023,8,3,Monday,2023-08,131
2023-08-15,2023,8,3,Tuesday,2023-08,132
2023-08-16,2023,8,3,Wednesday,2023-08,152
2023-08-17,2023,8,3,Thursday,2023-08,168
2023-08-18,2023,8,3,Friday,2023-08,119
2023-08-19,2023,8,3,Saturday,2023-08,133
2023-08-20,2023,8,3,Sunday,2023-08,134
2023-08-21,2023,8,3,Monday,2023-08,171
2023-08-22,2023,8,3,Tuesday,2023-08,170
2023-08-23,2023,8,3,Wednesday,2023-08,153
2023-08-24,2023,8,3,Thursday,2023-08,129
2023-08-25,2023,8,3,Friday,2023-08,110
2023-08-26,2023,8,3,Saturday,2023-08,292
2023-08-27,2023,8,3,Sunday,2023-08,465
2023-08-28,2023,8,3,Monday,2023-08,120
2023-08-29,2023,8,3,Tuesday,2023-08,180
2023-08-30,2023,8,3,Wednesday,2023-08,135
2023-08-31,2023,8,3,Thursday,2023-08,203
2023-09-01,2023,9,3,Friday,2023-09,166
2023-09-02,2023,9,3,Saturday,2023-09,136
2023-09-03,2023,9,3,Sunday,2023-09,324
2023-09-04,2023,9,3,Monday,2023-09,159
2023-09-05,2023,9,3,Tuesday,2023-09,137
2023-09-06,2023,9,3,Wednesday,2023-09,163
2023-09-07,2023,9,3,Thursday,2023-09,160
2023-09-08,2023,9,3,Friday,2023-09,204
2023-09-09,2023,9,3,Saturday,2023-09,138
2023-09-10,2023,9,3,Sunday,2023-09,325
2023-09-11,2023,9,3,Monday,2023-09,219
2023-09-12,2023,9,3,Tuesday,2023-09,113
2023-09-13,2023,9,3,Wednesday,2023-09,322
2023-09-14,2023,9,3,Thursday,2023-09,293
2023-09-15,2023,9,3,Friday,2023-09,139
2023-09-16,2023,9,3,Saturday,2023-09,118
2023-09-17,2023,9,3,Sunday,2023-09,140
2023-09-18,2023,9,3,Monday,2023-09,246
2023-09-19,2023,9,3,Tuesday,2023-09,323
2023-09-20,2023,9,3,Wednesday,2023-09,142
2023-09-21,2023,9,3,Thursday,2023-09,178
2023-09-22,2023,9,3,Friday,2023-09,161
2023-09-23,2023,9,3,Saturday,2023-09,294
2023-09-24,2023,9,3,Sunday,2023-09,141
2023-09-25,2023,9,3,Monday,2023-09,247
2023-09-26,2023,9,3,Tuesday,2023-09,127
2023-09-27,2023,9,3,Wednesday,2023-09,126
2023-09-28,2023,9,3,Thursday,2023-09,179
2023-09-29,2023,9,3,Friday,2023-09,254
2023-09-30,2023,9,3,Saturday,2023-09,124
2023-10-01,2023,10,4,Sunday,2023-10,248
2023-10-02,2023,10,4,Monday,2023-10,125
2023-10-03,2023,10,4,Tuesday,2023-10,103
2023-10-04,2023,10,4,Wednesday,2023-10,98
2023-10-05,2023,10,4,Thursday,2023-10,112
2023-10-06,2023,10,4,Friday,2023-10,123
2023-10-07,2023,10,4,Saturday,2023-10,162
2023-10-08,2023,10,4,Sunday,2023-10,104
2023-10-09,2023,10,4,Monday,2023-10,116
2023-10-10,2023,10,4,Tuesday,2023-10,121
2023-10-11,2023,10,4,Wednesday,2023-10,122
2023-10-12,2023,10,4,Thursday,2023-10,79
2023-10-13,2023,10,4,Friday,2023-10,99
2023-10-14,2023,10,4,Saturday,2023-10,114
2023-10-15,2023,10,4,Sunday,2023-10,143
2023-10-16,2023,10,4,Monday,2023-10,117
2023-10-17,2023,10,4,Tuesday,2023-10,61
2023-10-18,2023,10,4,Wednesday,2023-10,95
2023-10-19,2023,10,4,Thursday,2023-10,89
2023-10-20,2023,10,4,Friday,2023-10,144
2023-10-21,2023,10,4,Saturday,2023-10,100
2023-10-22,2023,10,4,Sunday,2023-10,106
2023-10-23,2023,10,4,Monday,2023-10,94
2023-10-24,2023,10,4,Tuesday,2023-10,115
2023-10-25,2023,10,4,Wednesday,2023-10,128
2023-10-26,2023,10,4,Thursday,2023-10,111
2023-10-27,2023,10,4,Friday,2023-10,80
2023-10-28,2023,10,4,Saturday,2023-10,105
2023-10-29,2023,10,4,Sunday,2023-10,86
2023-10-30,2023,10,4,Monday,2023-10,76
2023-10-31,2023,10,4,Tuesday,2023-10,87
2023-11-01,2023,11,4,Wednesday,2023-11,101
2023-11-02,2023,11,4,Thursday,2023-11,51
2023-11-03,2023,11,4,Friday,2023-11,96
2023-11-04,2023,11,4,Saturday,2023-11,77
2023-11-05,2023,11,4,Sunday,2023-11,78
2023-11-06,2023,11,4,Monday,2023-11,67
2023-11-07,2023,11,4,Tuesday,2023-11,69
2023-11-08,2023,11,4,Wednesday,2023-11,68
2023-11-09,2023,11,4,Thursday,2023-11,64
2023-11-10,2023,11,4,Friday,2023-11,93
2023-11-11,2023,11,4,Saturday,2023-11,81
2023-11-12,2023,11,4,Sunday,2023-11,82
2023-11-13,2023,11,4,Monday,2023-11,70
2023-11-14,2023,11,4,Tuesday,2023-11,71
2023-11-15,2023,11,4,Wednesday,2023-11,52
2023-11-16,2023,11,4,Thursday,2023-11,60
2023-11-17,2023,11,4,Friday,2023-11,88
2023-11-18,2023,11,4,Saturday,2023-11,54
2023-11-19,2023,11,4,Sunday,2023-11,72
2023-11-20,2023,11,4,Monday,2023-11,74
2023-11-21,2023,11,4,Tuesday,2023-11,83
2023-11-22,2023,11,4,Wednesday,2023-11,84
2023-11-23,2023,11,4,Thursday,2023-11,102
2023-11-24,2023,11,4,Friday,2023-11,50
2023-11-25,2023,11,4,Saturday,2023-11,65
2023-11-26,2023,11,4,Sunday,2023-11,90
2023-11-27,2023,11,4,Monday,2023-11,66
2023-11-28,2023,11,4,Tuesday,2023-11,55
2023-11-29,2023,11,4,Wednesday,2023-11,53
2023-11-30,2023,11,4,Thursday,2023-11,92
2023-12-01,2023,12,4,Friday,2023-12,73
2023-12-02,2023,12,4,Saturday,2023-12,75
2023-12-03,2023,12,4,Sunday,2023-12,48
2023-12-04,2023,12,4,Monday,2023-12,107
2023-12-05,2023,12,4,Tuesday,2023-12,85
2023-12-06,2023,12,4,Wednesday,2023-12,91
2023-12-07,2023,12,4,Thursday,2023-12,28
2023-12-08,2023,12,4,Friday,2023-12,97
2023-12-09,2023,12,4,Saturday,2023-12,108
2023-12-10,2023,12,4,Sunday,2023-12,109
2023-12-11,2023,12,4,Monday,2023-12,40
2023-12-12,2023,12,4,Tuesday,2023-12,49
2023-12-13,2023,12,4,Wednesday,2023-12,56
2023-12-14,2023,12,4,Thursday,2023-12,47
2023-12-15,2023,12,4,Friday,2023-12,62
2023-12-16,2023,12,4,Saturday,2023-12,63
2023-12-17,2023,12,4,Sunday,2023-12,57
2023-12-18,2023,12,4,Monday,2023-12,36
2023-12-19,2023,12,4,Tuesday,2023-12,43
2023-12-20,2023,12,4,Wednesday,2023-12,59
2023-12-21,2023,12,4,Thursday,2023-12,41
2023-12-22,2023,12,4,Friday,2023-12,39
2023-12-23,2023,12,4,Saturday,2023-12,29
2023-12-24,2023,12,4,Sunday,2023-12,58
2023-12-25,2023,12,4,Monday,2023-12,38
2023-12-26,2023,12,4,Tuesday,2023-12,30
2023-12-27,2023,12,4,Wednesday,2023-12,42
2023-12-28,2023,12,4,Thursday,2023-12,46
2023-12-29,2023,12,4,Friday,2023-12,33
2023-12-30,2023,12,4,Saturday,2023-12,34
2023-12-31,2023,12,4,Sunday,2023-12,31
2024-01-01,2024,1,1,Monday,2024-01,35
2024-01-02,2024,1,1,Tuesday,2024-01,4
2024-01-03,2024,1,1,Wednesday,2024-01,21
2024-01-04,2024,1,1,Thursday,2024-01,26
2024-01-05,2024,1,1,Friday,2024-01,32
2024-01-06,2024,1,1,Saturday,2024-01,19
2024-01-07,2024,1,1,Sunday,2024-01,37
2024-01-08,2024,1,1,Monday,2024-01,14
2024-01-09,2024,1,1,Tuesday,2024-01,27
2024-01-10,2024,1,1,Wednesday,2024-01,25
2024-01-11,2024,1,1,Thursday,2024-01,10
2024-01-12,2024,1,1,Friday,2024-01,13
2024-01-13,2024,1,1,Saturday,2024-01,23
2024-01-14,2024,1,1,Sunday,2024-01,11
2024-01-15,2024,1,1,Monday,2024-01,5
2024-01-16,2024,1,1,Tuesday,2024-01,17
2024-01-17,2024,1,1,Wednesday,2024-01,20
2024-01-18,2024,1,1,Thursday,2024-01,15
2024-01-19,2024,1,1,Friday,2024-01,8
2024-01-20,2024,1,1,Saturday,2024-01,7
2024-01-21,2024,1,1,Sunday,2024-01,6
2024-01-22,2024,1,1,Monday,2024-01,9
2024-01-23,2024,1,1,Tuesday,2024-01,16
2024-01-24,2024,1,1,Wednesday,2024-01,3
2024-01-25,2024,1,1,Thursday,2024-01,12
2024-01-26,2024,1,1,Friday,2024-01,45
2024-01-27,2024,1,1,Saturday,2024-01,24
2024-01-28,2024,1,1,Sunday,2024-01,1
2024-01-29,2024,1,1,Monday,2024-01,2
2024-01-30,2024,1,1,Tuesday,2024-01,18
2024-01-31,2024,1,1,Wednesday,2024-01,44
