id_hospital;nome_hospital;codigo_municipio;nome_municipio_hospital;uf_hospital;estado_hospital;latitude_hospital;longitude_hospital;leitos_totais;leitos_sus;leitos_nao_sus;tipo_unidade;nivel_hierarquico;natureza_juridica;porte_hospitalar;alta_complexidade;percentual_sus
0008028;Hospital CNES 0008028;353440;Osasco;SP;Sao Paulo;-23,5324;-46,7916;2700;2412;288;05;;1244;Grande Porte;Baixa/Media Complexidade;89,33
0008036;Hospital CNES 0008036;353440;Osasco;SP;Sao Paulo;-23,5324;-46,7916;2196;2100;96;07;;1244;Grande Porte;Baixa/Media Complexidade;95,63
0008052;Hospital CNES 0008052;353440;Osasco;SP;Sao Paulo;-23,5324;-46,7916;3000;3000;0;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
0008087;Hospital CNES 0008087;353440;Osasco;SP;Sao Paulo;-23,5324;-46,7916;264;264;0;20;;1244;Grande Porte;Baixa/Media Complexidade;100,0
0008141;Hospital CNES 0008141;353440;Osasco;SP;Sao Paulo;-23,5324;-46,7916;144;144;0;20;;1244;Medio Porte;Baixa/Media Complexidade;100,0
0008494;Hospital CNES 0008494;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;384;384;0;73;;1244;Grande Porte;Baixa/Media Complexidade;100,0
0008516;Hospital CNES 0008516;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;84;84;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
0008729;Hospital CNES 0008729;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;96;96;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
0008796;Hospital CNES 0008796;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;120;120;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
0008923;Hospital CNES 0008923;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;3552;3552;0;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
0009164;Hospital CNES 0009164;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;28;28;0;15;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
0009539;Hospital CNES 0009539;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;648;60;588;05;;3999;Grande Porte;Baixa/Media Complexidade;9,26
0009601;Hospital CNES 0009601;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;1044;864;180;05;;3999;Grande Porte;Baixa/Media Complexidade;82,76
0009628;Hospital CNES 0009628;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;4638;4638;0;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
0009636;Hospital CNES 0009636;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;2088;0;2088;07;;3999;Grande Porte;Baixa/Media Complexidade;0,0
0009695;Hospital CNES 0009695;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;72;72;0;62;;1244;Medio Porte;Baixa/Media Complexidade;100,0
0021520;Hospital CNES 0021520;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;384;384;0;73;;1244;Grande Porte;Baixa/Media Complexidade;100,0
0024228;Hospital CNES 0024228;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;420;420;0;73;;1244;Grande Porte;Baixa/Media Complexidade;100,0
0026417;Hospital CNES 0026417;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;528;528;0;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
0042021;Hospital CNES 0042021;350850;Caçapava;SP;Sao Paulo;-23,0992;-45,7076;120;0;120;07;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0075426;Hospital CNES 0075426;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;324;0;324;62;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0080470;Hospital CNES 0080470;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;240;0;240;05;;3999;Grande Porte;Baixa/Media Complexidade;0,0
0081825;Hospital CNES 0081825;350750;Botucatu;SP;Sao Paulo;-22,8837;-48,4437;960;0;960;05;;2143;Grande Porte;Baixa/Media Complexidade;0,0
0092894;Hospital CNES 0092894;351050;Caraguatatuba;SP;Sao Paulo;-23,6125;-45,4125;2412;2412;0;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
0102075;Hospital CNES 0102075;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;1356;1116;240;05;;1031;Grande Porte;Baixa/Media Complexidade;82,3
0102105;Hospital CNES 0102105;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;3433;3093;340;05;;1031;Grande Porte;Baixa/Media Complexidade;90,1
0115509;Hospital CNES 0115509;352850;Mairiporã;SP;Sao Paulo;-23,3171;-46,5897;420;420;0;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
0127604;Hospital CNES 0127604;350570;Barueri;SP;Sao Paulo;-23,5057;-46,879;724;724;0;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
0133647;Hospital CNES 0133647;350570;Barueri;SP;Sao Paulo;-23,5057;-46,879;96;0;96;62;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0136328;Hospital CNES 0136328;353800;Pindamonhangaba;SP;Sao Paulo;-22,9246;-45,4613;24;24;0;15;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
0155993;Hospital CNES 0155993;355250;Suzano;SP;Sao Paulo;-23,5448;-46,3112;132;0;132;36;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0161438;Hospital CNES 0161438;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;2592;2232;360;05;;1031;Grande Porte;Baixa/Media Complexidade;86,11
0181145;Hospital CNES 0181145;350290;Araçoiaba da Serra;SP;Sao Paulo;-23,5029;-47,6166;328;41;287;07;;2062;Grande Porte;Baixa/Media Complexidade;12,5
0204714;Hospital CNES 0204714;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;48;0;48;62;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
0210617;Hospital CNES 0210617;353870;Piracicaba;SP;Sao Paulo;-22,7338;-47,6476;12;0;12;62;;2054;Micro Porte;Baixa/Media Complexidade;0,0
0235385;Hospital CNES 0235385;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;96;0;96;07;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0245739;Hospital CNES 0245739;355410;Taubaté;SP;Sao Paulo;-23,0104;-45,5593;12;0;12;36;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0249033;Hospital CNES 0249033;350280;Araçatuba;SP;Sao Paulo;-21,2076;-50,4401;216;0;216;62;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0255661;Hospital CNES 0255661;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;2388;0;2388;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
0263192;Hospital CNES 0263192;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;2046;0;2046;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0265187;Hospital CNES 0265187;355070;São Sebastião;SP;Sao Paulo;-23,7951;-45,4143;231;231;0;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
0274518;Hospital CNES 0274518;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;8;8;0;36;;2062;Micro Porte;Baixa/Media Complexidade;100,0
0285641;Hospital CNES 0285641;350410;Atibaia;SP;Sao Paulo;-23,1171;-46,5563;348;0;348;07;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0297607;Hospital CNES 0297607;350210;Andradina;SP;Sao Paulo;-20,8948;-51,3786;12;0;12;07;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0381454;Hospital CNES 0381454;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;12;0;12;21;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0393290;Hospital CNES 0393290;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;506;0;506;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0404853;Hospital CNES 0404853;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;288;288;0;36;;1023;Grande Porte;Baixa/Media Complexidade;100,0
0414808;Hospital CNES 0414808;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;84;0;84;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0415588;Hospital CNES 0415588;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;900;0;900;36;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0419214;Hospital CNES 0419214;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;36;0;36;05;;2054;Pequeno Porte;Baixa/Media Complexidade;0,0
0424870;Hospital CNES 0424870;351170;Charqueada;SP;Sao Paulo;-22,5096;-47,7755;4;0;4;05;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0466573;Hospital CNES 0466573;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;72;72;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
0469734;Hospital CNES 0469734;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;132;0;132;62;;3999;Medio Porte;Baixa/Media Complexidade;0,0
0473561;Hospital CNES 0473561;355250;Suzano;SP;Sao Paulo;-23,5448;-46,3112;1332;0;1332;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0478474;Hospital CNES 0478474;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;60;0;60;20;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0507733;Hospital CNES 0507733;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;168;0;168;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0561096;Hospital CNES 0561096;351130;Cedral;SP;Sao Paulo;-20,9009;-49,2664;360;0;360;15;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0605484;Hospital CNES 0605484;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;1588;375;1213;05;;2062;Grande Porte;Baixa/Media Complexidade;23,61
0643092;Hospital CNES 0643092;355240;Sumaré;SP;Sao Paulo;-22,8204;-47,2728;48;0;48;73;;2054;Pequeno Porte;Baixa/Media Complexidade;0,0
0647101;Hospital CNES 0647101;353930;Pirassununga;SP;Sao Paulo;-21,996;-47,4257;84;84;0;73;;1244;Medio Porte;Baixa/Media Complexidade;100,0
0652601;Hospital CNES 0652601;354580;Santa Bárbara d'Oeste;SP;Sao Paulo;-22,7553;-47,4143;384;0;384;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0653101;Hospital CNES 0653101;352940;Mauá;SP;Sao Paulo;-23,6677;-46,4613;1320;0;1320;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0663913;Hospital CNES 0663913;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;240;0;240;05;;3999;Grande Porte;Baixa/Media Complexidade;0,0
0684910;Hospital CNES 0684910;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;492;0;492;05;;2143;Grande Porte;Baixa/Media Complexidade;0,0
0701394;Hospital CNES 0701394;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;732;0;732;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0749990;Hospital CNES 0749990;350115;Alumínio;SP;Sao Paulo;-23,5306;-47,2546;1440;0;1440;36;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0789585;Hospital CNES 0789585;352530;Jaú;SP;Sao Paulo;-22,2936;-48,5592;1440;0;1440;05;;2143;Grande Porte;Baixa/Media Complexidade;0,0
0830488;Hospital CNES 0830488;354995;São Lourenço da Serra;SP;Sao Paulo;-23,8491;-46,9432;720;0;720;36;;3999;Grande Porte;Baixa/Media Complexidade;0,0
0837164;Hospital CNES 0837164;350550;Barretos;SP;Sao Paulo;-20,5531;-48,5698;228;0;228;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0852554;Hospital CNES 0852554;351050;Caraguatatuba;SP;Sao Paulo;-23,6125;-45,4125;12;12;0;62;;2062;Micro Porte;Baixa/Media Complexidade;100,0
0864560;Hospital CNES 0864560;353950;Pitangueiras;SP;Sao Paulo;-21,0132;-48,221;72;0;72;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
0868949;Hospital CNES 0868949;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;408;0;408;36;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0894834;Hospital CNES 0894834;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;240;0;240;69;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0894842;Hospital CNES 0894842;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;120;0;120;69;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0908363;Hospital CNES 0908363;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;600;0;600;69;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0911046;Hospital CNES 0911046;355480;Tremembé;SP;Sao Paulo;-22,9571;-45,5475;120;0;120;07;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0911437;Hospital CNES 0911437;354970;São José do Rio Pardo;SP;Sao Paulo;-21,5953;-46,8873;144;0;144;05;;2143;Medio Porte;Baixa/Media Complexidade;0,0
0923478;Hospital CNES 0923478;353860;Piracaia;SP;Sao Paulo;-23,0525;-46,3594;168;0;168;36;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0932760;Hospital CNES 0932760;350290;Araçoiaba da Serra;SP;Sao Paulo;-23,5029;-47,6166;48;8;40;07;;2062;Pequeno Porte;Baixa/Media Complexidade;16,67
0940402;Hospital CNES 0940402;354880;São Caetano do Sul;SP;Sao Paulo;-23,6229;-46,5548;2160;0;2160;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0940623;Hospital CNES 0940623;353760;Peruíbe;SP;Sao Paulo;-24,312;-47,0012;36;0;36;36;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
0953652;Hospital CNES 0953652;351970;Ibiúna;SP;Sao Paulo;-23,6596;-47,223;168;0;168;36;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0953709;Hospital CNES 0953709;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;96;96;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
0955736;Hospital CNES 0955736;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;764;0;764;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0962589;Hospital CNES 0962589;354890;São Carlos;SP;Sao Paulo;-22,0174;-47,886;948;0;948;05;;2143;Grande Porte;Baixa/Media Complexidade;0,0
0993956;Hospital CNES 0993956;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;2760;0;2760;05;;2046;Grande Porte;Baixa/Media Complexidade;0,0
2022621;Hospital CNES 2022621;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;2928;1467;1461;05;;3999;Grande Porte;Baixa/Media Complexidade;50,1
2022648;Hospital CNES 2022648;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;1736;806;930;05;;3999;Grande Porte;Baixa/Media Complexidade;46,43
2023016;Hospital CNES 2023016;350940;Cajuru;SP;Sao Paulo;-21,2749;-47,303;876;660;216;05;;3999;Grande Porte;Baixa/Media Complexidade;75,34
2023105;Hospital CNES 2023105;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;96;96;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2023113;Hospital CNES 2023113;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;96;96;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2023148;Hospital CNES 2023148;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;2160;0;2160;05;;3999;Grande Porte;Baixa/Media Complexidade;0,0
2023350;Hospital CNES 2023350;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;60;60;0;36;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2023407;Hospital CNES 2023407;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;96;96;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2023431;Hospital CNES 2023431;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;96;96;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2023474;Hospital CNES 2023474;352470;Jaguariúna;SP;Sao Paulo;-22,7037;-46,9851;1224;1188;36;05;;1244;Grande Porte;Baixa/Media Complexidade;97,06
2023512;Hospital CNES 2023512;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;444;0;444;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
2023547;Hospital CNES 2023547;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;96;96;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2023709;Hospital CNES 2023709;352340;Itatiba;SP;Sao Paulo;-23,0035;-46,8464;1440;888;552;05;;3999;Grande Porte;Baixa/Media Complexidade;61,67
2023865;Hospital CNES 2023865;352420;Jaborandi;SP;Sao Paulo;-20,6884;-48,4112;204;204;0;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2024438;Hospital CNES 2024438;353110;Mongaguá;SP;Sao Paulo;-24,0809;-46,6265;432;432;0;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2024624;Hospital CNES 2024624;350400;Assis;SP;Sao Paulo;-22,66;-50,4183;780;0;780;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
2024632;Hospital CNES 2024632;352690;Limeira;SP;Sao Paulo;-22,566;-47,397;960;0;960;05;;2143;Grande Porte;Baixa/Media Complexidade;0,0
2024691;Hospital CNES 2024691;351340;Cruzeiro;SP;Sao Paulo;-22,5728;-44,969;1620;1212;408;05;;3999;Grande Porte;Baixa/Media Complexidade;74,81
2024756;Hospital CNES 2024756;350850;Caçapava;SP;Sao Paulo;-23,0992;-45,7076;922;888;34;05;;3069;Grande Porte;Baixa/Media Complexidade;96,31
2024772;Hospital CNES 2024772;350860;Cachoeira Paulista;SP;Sao Paulo;-22,6665;-45,0154;379;379;0;05;;3999;Grande Porte;Baixa/Media Complexidade;100,0
2025361;Hospital CNES 2025361;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;1168;1168;0;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2025477;Hospital CNES 2025477;352430;Jaboticabal;SP;Sao Paulo;-21,252;-48,3252;1032;588;444;05;;3999;Grande Porte;Baixa/Media Complexidade;56,98
2025507;Hospital CNES 2025507;352900;Marília;SP;Sao Paulo;-22,2171;-49,9501;4020;3780;240;05;;3069;Grande Porte;Baixa/Media Complexidade;94,03
2025752;Hospital CNES 2025752;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;6472;3065;3407;05;;3999;Grande Porte;Baixa/Media Complexidade;47,36
2025760;Hospital CNES 2025760;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;2688;0;2688;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
2026074;Hospital CNES 2026074;352440;Jacareí;SP;Sao Paulo;-23,2983;-45,9658;336;0;336;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
2026112;Hospital CNES 2026112;352440;Jacareí;SP;Sao Paulo;-23,2983;-45,9658;594;0;594;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
2026805;Hospital CNES 2026805;351860;Guariba;SP;Sao Paulo;-21,3594;-48,2316;732;636;96;05;;3999;Grande Porte;Baixa/Media Complexidade;86,89
2027186;Hospital CNES 2027186;352240;Itapeva;SP;Sao Paulo;-23,9788;-48,8764;1836;1524;312;05;;3999;Grande Porte;Baixa/Media Complexidade;83,01
2027240;Hospital CNES 2027240;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;48;48;0;62;;1031;Pequeno Porte;Baixa/Media Complexidade;100,0
2027348;Hospital CNES 2027348;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;2040;0;2040;07;;3999;Grande Porte;Baixa/Media Complexidade;0,0
2027356;Hospital CNES 2027356;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;1574;1572;2;05;;1244;Grande Porte;Baixa/Media Complexidade;99,87
2027658;Hospital CNES 2027658;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;72;72;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
2028204;Hospital CNES 2028204;353130;Monte Alto;SP;Sao Paulo;-21,2655;-48,4971;1068;720;348;05;;3999;Grande Porte;Baixa/Media Complexidade;67,42
2028239;Hospital CNES 2028239;355430;Teodoro Sampaio;SP;Sao Paulo;-22,5299;-52,1682;696;624;72;05;;3999;Grande Porte;Baixa/Media Complexidade;89,66
2028840;Hospital CNES 2028840;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;3398;3398;0;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2029626;Hospital CNES 2029626;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;96;96;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
2031884;Hospital CNES 2031884;354390;Rio Claro;SP;Sao Paulo;-22,3984;-47,5546;96;96;0;70;;1155;Medio Porte;Baixa/Media Complexidade;100,0
2032104;Hospital CNES 2032104;352940;Mauá;SP;Sao Paulo;-23,6677;-46,4613;96;96;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2032236;Hospital CNES 2032236;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;88;0;88;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
2032481;Hospital CNES 2032481;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;1152;0;1152;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
2033003;Hospital CNES 2033003;353440;Osasco;SP;Sao Paulo;-23,5324;-46,7916;48;0;48;62;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
2034417;Hospital CNES 2034417;351380;Diadema;SP;Sao Paulo;-23,6813;-46,6205;144;144;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2034670;Hospital CNES 2034670;355250;Suzano;SP;Sao Paulo;-23,5448;-46,3112;12;12;0;73;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2035723;Hospital CNES 2035723;351840;Guaratinguetá;SP;Sao Paulo;-22,8075;-45,1938;468;60;408;05;;2062;Grande Porte;Baixa/Media Complexidade;12,82
2037297;Hospital CNES 2037297;350380;Artur Nogueira;SP;Sao Paulo;-22,5727;-47,1727;144;144;0;05;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2038048;Hospital CNES 2038048;354690;Santa Lúcia;SP;Sao Paulo;-21,685;-48,0885;96;0;96;20;;1244;Medio Porte;Baixa/Media Complexidade;0,0
2038315;Hospital CNES 2038315;355040;São Pedro;SP;Sao Paulo;-22,5483;-47,9096;12;12;0;15;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2038447;Hospital CNES 2038447;352100;Iperó;SP;Sao Paulo;-23,3513;-47,6927;180;180;0;20;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2039001;Hospital CNES 2039001;355250;Suzano;SP;Sao Paulo;-23,5448;-46,3112;185;185;0;20;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2039672;Hospital CNES 2039672;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;84;84;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2040069;Hospital CNES 2040069;351880;Guarulhos;SP;Sao Paulo;-23,4538;-46,5333;1570;1570;0;07;;3999;Grande Porte;Baixa/Media Complexidade;100,0
2040484;Hospital CNES 2040484;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;72;72;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2040573;Hospital CNES 2040573;352050;Indaiatuba;SP;Sao Paulo;-23,0816;-47,2101;192;192;0;62;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2040808;Hospital CNES 2040808;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;72;72;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
2042894;Hospital CNES 2042894;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;312;312;0;20;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2043319;Hospital CNES 2043319;351110;Catanduva;SP;Sao Paulo;-21,1314;-48,977;24;12;12;62;;2062;Pequeno Porte;Baixa/Media Complexidade;50,0
2043351;Hospital CNES 2043351;351110;Catanduva;SP;Sao Paulo;-21,1314;-48,977;24;8;16;62;;2062;Pequeno Porte;Baixa/Media Complexidade;33,33
2043580;Hospital CNES 2043580;351620;Franca;SP;Sao Paulo;-20,5352;-47,4039;432;432;0;20;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2048132;Hospital CNES 2048132;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;12;0;12;07;;2062;Micro Porte;Baixa/Media Complexidade;0,0
2051788;Hospital CNES 2051788;351380;Diadema;SP;Sao Paulo;-23,6813;-46,6205;216;216;0;70;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2052415;Hospital CNES 2052415;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;60;60;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2052431;Hospital CNES 2052431;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;72;72;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2052474;Hospital CNES 2052474;354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758;12;0;12;05;;2143;Micro Porte;Baixa/Media Complexidade;0,0
2053500;Hospital CNES 2053500;353150;Monte Azul Paulista;SP;Sao Paulo;-20,9065;-48,6387;480;300;180;05;;3999;Grande Porte;Baixa/Media Complexidade;62,5
2053519;Hospital CNES 2053519;353150;Monte Azul Paulista;SP;Sao Paulo;-20,9065;-48,6387;360;312;48;05;;3999;Grande Porte;Baixa/Media Complexidade;86,67
2054515;Hospital CNES 2054515;351880;Guarulhos;SP;Sao Paulo;-23,4538;-46,5333;108;108;0;70;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2055236;Hospital CNES 2055236;355100;São Vicente;SP;Sao Paulo;-23,9574;-46,3883;72;0;72;62;;2062;Medio Porte;Baixa/Media Complexidade;0,0
2055260;Hospital CNES 2055260;354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758;12;0;12;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
2058243;Hospital CNES 2058243;355090;São Simão;SP;Sao Paulo;-21,4732;-47,5518;480;432;48;05;;3999;Grande Porte;Baixa/Media Complexidade;90,0
2058308;Hospital CNES 2058308;353340;Nova Odessa;SP;Sao Paulo;-22,7832;-47,2941;455;420;35;05;;1244;Grande Porte;Baixa/Media Complexidade;92,31
2058332;Hospital CNES 2058332;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;948;948;0;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2058340;Hospital CNES 2058340;354190;Queluz;SP;Sao Paulo;-22,5312;-44,7781;228;228;0;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2058391;Hospital CNES 2058391;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;8028;336;7692;05;;3999;Grande Porte;Baixa/Media Complexidade;4,19
2058405;Hospital CNES 2058405;355200;Silveiras;SP;Sao Paulo;-22,6638;-44,8522;24;24;0;15;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2058502;Hospital CNES 2058502;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;10632;72;10560;05;;1112;Grande Porte;Baixa/Media Complexidade;0,68
2058618;Hospital CNES 2058618;351110;Catanduva;SP;Sao Paulo;-21,1314;-48,977;12;0;12;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
