id_hospital;nome_hospital;codigo_municipio;nome_municipio_hospital;uf_hospital;estado_hospital;latitude_hospital;longitude_hospital;leitos_totais;leitos_sus;leitos_nao_sus;tipo_unidade;nivel_hierarquico;natureza_juridica;porte_hospitalar;alta_complexidade;percentual_sus
2758245;Hospital CNES 2758245;352710;Lins;SP;Sao Paulo;-21,6718;-49,7526;1272;1056;216;05;;3999;Grande Porte;Baixa/Media Complexidade;83,02
2765934;Hospital CNES 2765934;355070;São Sebastião;SP;Sao Paulo;-23,7951;-45,4143;1028;1016;12;05;;3999;Grande Porte;Baixa/Media Complexidade;98,83
2765942;Hospital CNES 2765942;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;1680;1032;648;05;;3069;Grande Porte;Baixa/Media Complexidade;61,43
2766167;Hospital CNES 2766167;354400;Rio das Pedras;SP;Sao Paulo;-22,8417;-47,6047;432;384;48;05;;3999;Grande Porte;Baixa/Media Complexidade;88,89
2766221;Hospital CNES 2766221;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;120;96;24;70;;1031;Medio Porte;Baixa/Media Complexidade;80,0
2772310;Hospital CNES 2772310;353870;Piracicaba;SP;Sao Paulo;-22,7338;-47,6476;3876;2424;1452;05;;3999;Grande Porte;Baixa/Media Complexidade;62,54
2773333;Hospital CNES 2773333;351830;Guararema;SP;Sao Paulo;-23,4112;-46,0369;372;348;24;05;;3999;Grande Porte;Baixa/Media Complexidade;93,55
2774720;Hospital CNES 2774720;350070;Agudos;SP;Sao Paulo;-22,4694;-48,9863;648;456;192;05;;3999;Grande Porte;Baixa/Media Complexidade;70,37
2784602;Hospital CNES 2784602;352050;Indaiatuba;SP;Sao Paulo;-23,0816;-47,2101;3588;2673;915;05;;3069;Grande Porte;Baixa/Media Complexidade;74,5
2784874;Hospital CNES 2784874;353060;Mogi das Cruzes;SP;Sao Paulo;-23,5208;-46,1854;780;0;780;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
2785188;Hospital CNES 2785188;355280;Taboão da Serra;SP;Sao Paulo;-23,6019;-46,7526;783;783;0;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2785382;Hospital CNES 2785382;353930;Pirassununga;SP;Sao Paulo;-21,996;-47,4257;1284;780;504;05;;3999;Grande Porte;Baixa/Media Complexidade;60,75
2786435;Hospital CNES 2786435;352590;Jundiaí;SP;Sao Paulo;-23,1852;-46,8974;3349;3229;120;05;;3999;Grande Porte;Baixa/Media Complexidade;96,42
2786508;Hospital CNES 2786508;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;120;96;24;70;;1031;Medio Porte;Baixa/Media Complexidade;80,0
2786532;Hospital CNES 2786532;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;60;60;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
2786540;Hospital CNES 2786540;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;96;96;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
2786575;Hospital CNES 2786575;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;96;96;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
2786680;Hospital CNES 2786680;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;3773;3554;219;05;;1031;Grande Porte;Baixa/Media Complexidade;94,2
2789345;Hospital CNES 2789345;351870;Guarujá;SP;Sao Paulo;-23,9888;-46,258;372;372;0;20;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2789353;Hospital CNES 2789353;351870;Guarujá;SP;Sao Paulo;-23,9888;-46,258;936;936;0;20;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2789590;Hospital CNES 2789590;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;4188;0;4188;05;;2046;Grande Porte;Baixa/Media Complexidade;0,0
2790556;Hospital CNES 2790556;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;2100;2100;0;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2790564;Hospital CNES 2790564;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;724;724;0;07;;1112;Grande Porte;Baixa/Media Complexidade;100,0
2790580;Hospital CNES 2790580;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;1020;993;27;07;;1023;Grande Porte;Baixa/Media Complexidade;97,35
2790602;Hospital CNES 2790602;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;4008;3828;180;05;;1023;Grande Porte;Baixa/Media Complexidade;95,51
2790610;Hospital CNES 2790610;354160;Promissão;SP;Sao Paulo;-21,5356;-49,8599;883;883;0;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2790637;Hospital CNES 2790637;351450;Duartina;SP;Sao Paulo;-22,4146;-49,4084;1044;924;120;05;;3999;Grande Porte;Baixa/Media Complexidade;88,51
2790653;Hospital CNES 2790653;352530;Jaú;SP;Sao Paulo;-22,2936;-48,5592;3240;2400;840;07;;3999;Grande Porte;Baixa/Media Complexidade;74,07
2790661;Hospital CNES 2790661;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;3396;0;3396;05;;2143;Grande Porte;Baixa/Media Complexidade;0,0
2790734;Hospital CNES 2790734;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;757;465;292;05;;1023;Grande Porte;Baixa/Media Complexidade;61,43
2790998;Hospital CNES 2790998;353890;Pirajuí;SP;Sao Paulo;-21,999;-49,4608;2832;468;2364;07;;3999;Grande Porte;Baixa/Media Complexidade;16,53
2791668;Hospital CNES 2791668;350340;Arealva;SP;Sao Paulo;-22,031;-48,9135;354;180;174;05;;3999;Grande Porte;Baixa/Media Complexidade;50,85
2791676;Hospital CNES 2791676;350520;Bariri;SP;Sao Paulo;-22,073;-48,7438;780;624;156;05;;3999;Grande Porte;Baixa/Media Complexidade;80,0
2791684;Hospital CNES 2791684;350880;Cafelândia;SP;Sao Paulo;-21,8031;-49,6092;540;408;132;05;;3999;Grande Porte;Baixa/Media Complexidade;75,56
2791692;Hospital CNES 2791692;351410;Dois Córregos;SP;Sao Paulo;-22,3673;-48,3819;804;564;240;05;;3999;Grande Porte;Baixa/Media Complexidade;70,15
2791706;Hospital CNES 2791706;351700;Getulina;SP;Sao Paulo;-21,7961;-49,9312;456;432;24;05;;3999;Grande Porte;Baixa/Media Complexidade;94,74
2791714;Hospital CNES 2791714;351910;Iacanga;SP;Sao Paulo;-21,8896;-49,031;360;336;24;05;;3999;Grande Porte;Baixa/Media Complexidade;93,33
2791722;Hospital CNES 2791722;352530;Jaú;SP;Sao Paulo;-22,2936;-48,5592;3360;2316;1044;05;;3999;Grande Porte;Baixa/Media Complexidade;68,93
2791730;Hospital CNES 2791730;350680;Bocaina;SP;Sao Paulo;-22,1365;-48,523;216;216;0;05;;3999;Grande Porte;Baixa/Media Complexidade;100,0
2791749;Hospital CNES 2791749;353670;Pederneiras;SP;Sao Paulo;-22,3511;-48,7781;876;768;108;05;;3999;Grande Porte;Baixa/Media Complexidade;87,67
2791757;Hospital CNES 2791757;353940;Piratininga;SP;Sao Paulo;-22,4142;-49,1339;290;252;38;05;;3999;Grande Porte;Baixa/Media Complexidade;86,9
2791773;Hospital CNES 2791773;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;96;96;0;36;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2792141;Hospital CNES 2792141;351300;Cotia;SP;Sao Paulo;-23,6022;-46,919;1980;1980;0;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2792168;Hospital CNES 2792168;351060;Carapicuíba;SP;Sao Paulo;-23,5235;-46,8407;2892;2892;0;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2792176;Hospital CNES 2792176;352220;Itapecerica da Serra;SP;Sao Paulo;-23,7161;-46,8572;2424;2400;24;05;;1023;Grande Porte;Baixa/Media Complexidade;99,01
2792346;Hospital CNES 2792346;353870;Piracicaba;SP;Sao Paulo;-22,7338;-47,6476;5;5;0;73;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2793466;Hospital CNES 2793466;352440;Jacareí;SP;Sao Paulo;-23,2983;-45,9658;516;0;516;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
2797844;Hospital CNES 2797844;354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758;1008;0;1008;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
2798220;Hospital CNES 2798220;351640;Franco da Rocha;SP;Sao Paulo;-23,3229;-46,729;948;0;948;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
2798239;Hospital CNES 2798239;352360;Itirapina;SP;Sao Paulo;-22,2562;-47,8166;146;146;0;05;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2798298;Hospital CNES 2798298;354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758;4020;2706;1314;05;;3999;Grande Porte;Baixa/Media Complexidade;67,31
2801043;Hospital CNES 2801043;351380;Diadema;SP;Sao Paulo;-23,6813;-46,6205;9;9;0;62;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2801051;Hospital CNES 2801051;351380;Diadema;SP;Sao Paulo;-23,6813;-46,6205;466;466;0;20;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2812681;Hospital CNES 2812681;352140;Iracemápolis;SP;Sao Paulo;-22,5832;-47,523;36;36;0;20;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2812703;Hospital CNES 2812703;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;1476;1476;0;07;;3069;Grande Porte;Baixa/Media Complexidade;100,0
2815435;Hospital CNES 2815435;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;72;72;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
2819473;Hospital CNES 2819473;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;504;0;504;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
2821613;Hospital CNES 2821613;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;612;0;612;07;;2062;Grande Porte;Baixa/Media Complexidade;0,0
2823209;Hospital CNES 2823209;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;1308;0;1308;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
2825260;Hospital CNES 2825260;355240;Sumaré;SP;Sao Paulo;-22,8204;-47,2728;240;240;0;73;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2825309;Hospital CNES 2825309;352690;Limeira;SP;Sao Paulo;-22,566;-47,397;1484;0;1484;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
2831503;Hospital CNES 2831503;350450;Avaré;SP;Sao Paulo;-23,1067;-48,9251;72;72;0;36;;1023;Medio Porte;Baixa/Media Complexidade;100,0
2838818;Hospital CNES 2838818;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;276;0;276;07;;2062;Grande Porte;Baixa/Media Complexidade;0,0
2855917;Hospital CNES 2855917;355410;Taubaté;SP;Sao Paulo;-23,0104;-45,5593;96;96;0;62;;1023;Medio Porte;Baixa/Media Complexidade;100,0
2867257;Hospital CNES 2867257;351840;Guaratinguetá;SP;Sao Paulo;-22,8075;-45,1938;120;84;36;62;;2054;Medio Porte;Baixa/Media Complexidade;70,0
2879441;Hospital CNES 2879441;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;420;0;420;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
2882949;Hospital CNES 2882949;352390;Itu;SP;Sao Paulo;-23,2544;-47,2927;312;192;120;21;;1244;Grande Porte;Baixa/Media Complexidade;61,54
2884887;Hospital CNES 2884887;350320;Araraquara;SP;Sao Paulo;-21,7845;-48,178;72;0;72;62;;2240;Medio Porte;Baixa/Media Complexidade;0,0
2886367;Hospital CNES 2886367;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;1212;0;1212;36;;2062;Grande Porte;Baixa/Media Complexidade;0,0
2886618;Hospital CNES 2886618;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;360;0;360;36;;2062;Grande Porte;Baixa/Media Complexidade;0,0
2888491;Hospital CNES 2888491;354400;Rio das Pedras;SP;Sao Paulo;-22,8417;-47,6047;432;384;48;05;;2062;Grande Porte;Baixa/Media Complexidade;88,89
2935406;Hospital CNES 2935406;353060;Mogi das Cruzes;SP;Sao Paulo;-23,5208;-46,1854;300;0;300;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
2952149;Hospital CNES 2952149;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;96;96;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
2952157;Hospital CNES 2952157;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;108;108;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
2956098;Hospital CNES 2956098;350030;Aguaí;SP;Sao Paulo;-22,0572;-46,9735;288;288;0;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2960281;Hospital CNES 2960281;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;108;108;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
2960303;Hospital CNES 2960303;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;120;120;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
2966336;Hospital CNES 2966336;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;84;0;84;20;;2054;Medio Porte;Baixa/Media Complexidade;0,0
2991918;Hospital CNES 2991918;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;840;0;840;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
2992094;Hospital CNES 2992094;352390;Itu;SP;Sao Paulo;-23,2544;-47,2927;1380;0;1380;05;;2143;Grande Porte;Baixa/Media Complexidade;0,0
3001466;Hospital CNES 3001466;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;3012;3012;0;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
3003280;Hospital CNES 3003280;351640;Franco da Rocha;SP;Sao Paulo;-23,3229;-46,729;2520;2520;0;36;;1023;Grande Porte;Baixa/Media Complexidade;100,0
3003361;Hospital CNES 3003361;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;2513;0;2513;05;;3999;Grande Porte;Baixa/Media Complexidade;0,0
3008398;Hospital CNES 3008398;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;1608;0;1608;05;;3999;Grande Porte;Baixa/Media Complexidade;0,0
3012212;Hospital CNES 3012212;352590;Jundiaí;SP;Sao Paulo;-23,1852;-46,8974;1656;1520;136;07;;1120;Grande Porte;Baixa/Media Complexidade;91,79
3017044;Hospital CNES 3017044;355170;Sertãozinho;SP;Sao Paulo;-21,1316;-47,9875;96;0;96;62;;2062;Medio Porte;Baixa/Media Complexidade;0,0
3019012;Hospital CNES 3019012;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;384;0;384;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3019594;Hospital CNES 3019594;354140;Presidente Prudente;SP;Sao Paulo;-22,1207;-51,3925;132;0;132;05;;2240;Medio Porte;Baixa/Media Complexidade;0,0
3021378;Hospital CNES 3021378;355100;São Vicente;SP;Sao Paulo;-23,9574;-46,3883;1260;1170;90;05;;1244;Grande Porte;Baixa/Media Complexidade;92,86
3022242;Hospital CNES 3022242;352260;Itapira;SP;Sao Paulo;-22,4357;-46,8224;360;0;360;07;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3022609;Hospital CNES 3022609;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;100;0;100;07;;2062;Medio Porte;Baixa/Media Complexidade;0,0
3024660;Hospital CNES 3024660;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;1620;0;1620;05;;2046;Grande Porte;Baixa/Media Complexidade;0,0
3025012;Hospital CNES 3025012;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;106;106;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
3027600;Hospital CNES 3027600;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;1536;0;1536;05;;3999;Grande Porte;Baixa/Media Complexidade;0,0
3027805;Hospital CNES 3027805;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;2013;0;2013;05;;3999;Grande Porte;Baixa/Media Complexidade;0,0
3027813;Hospital CNES 3027813;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;744;0;744;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3028399;Hospital CNES 3028399;351630;Francisco Morato;SP;Sao Paulo;-23,2792;-46,7448;1582;1342;240;05;;1023;Grande Porte;Baixa/Media Complexidade;84,83
3030431;Hospital CNES 3030431;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;180;0;180;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3037274;Hospital CNES 3037274;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;2584;0;2584;07;;2054;Grande Porte;Baixa/Media Complexidade;0,0
3038130;Hospital CNES 3038130;350160;Americana;SP;Sao Paulo;-22,7374;-47,3331;1476;0;1476;05;;2143;Grande Porte;Baixa/Media Complexidade;0,0
3039420;Hospital CNES 3039420;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;2964;0;2964;05;;3999;Grande Porte;Baixa/Media Complexidade;0,0
3041549;Hospital CNES 3041549;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;312;0;312;07;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3042529;Hospital CNES 3042529;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;1194;0;1194;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
3044831;Hospital CNES 3044831;350850;Caçapava;SP;Sao Paulo;-23,0992;-45,7076;204;0;204;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
3045625;Hospital CNES 3045625;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;510;0;510;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3057429;Hospital CNES 3057429;352590;Jundiaí;SP;Sao Paulo;-23,1852;-46,8974;48;0;48;62;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
3058808;Hospital CNES 3058808;350610;Bebedouro;SP;Sao Paulo;-20,9491;-48,4791;1234;1224;10;05;;1023;Grande Porte;Baixa/Media Complexidade;99,19
3060616;Hospital CNES 3060616;352710;Lins;SP;Sao Paulo;-21,6718;-49,7526;252;0;252;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
3065340;Hospital CNES 3065340;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;24;0;24;62;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
3071448;Hospital CNES 3071448;354730;Santana de Parnaíba;SP;Sao Paulo;-23,4439;-46,9178;240;240;0;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
3101126;Hospital CNES 3101126;351300;Cotia;SP;Sao Paulo;-23,6022;-46,919;3360;0;3360;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3101363;Hospital CNES 3101363;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;48;0;48;62;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
3105571;Hospital CNES 3105571;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;156;0;156;05;;2240;Grande Porte;Baixa/Media Complexidade;0,0
3105598;Hospital CNES 3105598;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;96;0;96;07;;2062;Medio Porte;Baixa/Media Complexidade;0,0
3109216;Hospital CNES 3109216;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;156;0;156;05;;2240;Grande Porte;Baixa/Media Complexidade;0,0
3119122;Hospital CNES 3119122;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;1332;0;1332;07;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3126838;Hospital CNES 3126838;355410;Taubaté;SP;Sao Paulo;-23,0104;-45,5593;2988;2556;432;05;;3999;Grande Porte;Baixa/Media Complexidade;85,54
3137163;Hospital CNES 3137163;350610;Bebedouro;SP;Sao Paulo;-20,9491;-48,4791;312;0;312;05;;2143;Grande Porte;Baixa/Media Complexidade;0,0
3137171;Hospital CNES 3137171;350610;Bebedouro;SP;Sao Paulo;-20,9491;-48,4791;240;0;240;05;;2143;Grande Porte;Baixa/Media Complexidade;0,0
3139050;Hospital CNES 3139050;352230;Itapetininga;SP;Sao Paulo;-23,5886;-48,0483;2304;2304;0;05;;3999;Grande Porte;Baixa/Media Complexidade;100,0
3139751;Hospital CNES 3139751;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;24;0;24;21;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
3142531;Hospital CNES 3142531;350550;Barretos;SP;Sao Paulo;-20,5531;-48,5698;552;0;552;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3156702;Hospital CNES 3156702;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;181;0;181;07;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3160548;Hospital CNES 3160548;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;84;0;84;62;;2062;Medio Porte;Baixa/Media Complexidade;0,0
3166597;Hospital CNES 3166597;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;528;0;528;05;;3999;Grande Porte;Baixa/Media Complexidade;0,0
3172120;Hospital CNES 3172120;352590;Jundiaí;SP;Sao Paulo;-23,1852;-46,8974;192;0;192;62;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3177092;Hospital CNES 3177092;354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758;228;0;228;07;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3180204;Hospital CNES 3180204;354140;Presidente Prudente;SP;Sao Paulo;-22,1207;-51,3925;72;0;72;62;;2062;Medio Porte;Baixa/Media Complexidade;0,0
3190153;Hospital CNES 3190153;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;120;0;120;62;;2062;Medio Porte;Baixa/Media Complexidade;0,0
3192059;Hospital CNES 3192059;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;48;0;48;07;;2054;Pequeno Porte;Baixa/Media Complexidade;0,0
3199770;Hospital CNES 3199770;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;144;0;144;05;;2143;Medio Porte;Baixa/Media Complexidade;0,0
3205495;Hospital CNES 3205495;354910;São João da Boa Vista;SP;Sao Paulo;-21,9707;-46,7944;12;0;12;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
3212130;Hospital CNES 3212130;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;2427;2172;255;05;;1031;Grande Porte;Baixa/Media Complexidade;89,49
3221792;Hospital CNES 3221792;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;444;0;444;07;;2143;Grande Porte;Baixa/Media Complexidade;0,0
3223728;Hospital CNES 3223728;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;744;510;234;05;;3999;Grande Porte;Baixa/Media Complexidade;68,55
3225860;Hospital CNES 3225860;352590;Jundiaí;SP;Sao Paulo;-23,1852;-46,8974;60;0;60;36;;2062;Medio Porte;Baixa/Media Complexidade;0,0
3251187;Hospital CNES 3251187;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;72;0;72;62;;2062;Medio Porte;Baixa/Media Complexidade;0,0
3254631;Hospital CNES 3254631;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;48;48;0;36;;3069;Pequeno Porte;Baixa/Media Complexidade;100,0
3258912;Hospital CNES 3258912;352210;Itanhaém;SP;Sao Paulo;-24,1736;-46,788;16;0;16;62;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
3272591;Hospital CNES 3272591;350570;Barueri;SP;Sao Paulo;-23,5057;-46,879;1128;0;1128;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3293971;Hospital CNES 3293971;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;600;0;600;62;;2240;Grande Porte;Baixa/Media Complexidade;0,0
3295028;Hospital CNES 3295028;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;108;0;108;62;;2054;Medio Porte;Baixa/Media Complexidade;0,0
3301052;Hospital CNES 3301052;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;120;0;120;62;;2062;Medio Porte;Baixa/Media Complexidade;0,0
3304566;Hospital CNES 3304566;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;96;96;0;70;;1031;Medio Porte;Baixa/Media Complexidade;100,0
3308227;Hospital CNES 3308227;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;72;0;72;07;;2240;Medio Porte;Baixa/Media Complexidade;0,0
3309959;Hospital CNES 3309959;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;1692;0;1692;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
3314766;Hospital CNES 3314766;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;420;312;108;05;;3999;Grande Porte;Baixa/Media Complexidade;74,29
3320316;Hospital CNES 3320316;350570;Barueri;SP;Sao Paulo;-23,5057;-46,879;48;0;48;62;;2054;Pequeno Porte;Baixa/Media Complexidade;0,0
3326829;Hospital CNES 3326829;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;12;0;12;62;;3999;Micro Porte;Baixa/Media Complexidade;0,0
3334678;Hospital CNES 3334678;351040;Capivari;SP;Sao Paulo;-22,9951;-47,5071;576;0;576;05;;2143;Grande Porte;Baixa/Media Complexidade;0,0
3345130;Hospital CNES 3345130;352590;Jundiaí;SP;Sao Paulo;-23,1852;-46,8974;132;120;12;70;;1244;Medio Porte;Baixa/Media Complexidade;90,91
3345327;Hospital CNES 3345327;354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758;36;0;36;62;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
3346072;Hospital CNES 3346072;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;28;0;28;62;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
3346110;Hospital CNES 3346110;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;297;0;297;07;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3354938;Hospital CNES 3354938;350760;Bragança Paulista;SP;Sao Paulo;-22,9527;-46,5419;12;0;12;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
3357082;Hospital CNES 3357082;352940;Mauá;SP;Sao Paulo;-23,6677;-46,4613;192;192;0;70;;1244;Grande Porte;Baixa/Media Complexidade;100,0
3366219;Hospital CNES 3366219;350280;Araçatuba;SP;Sao Paulo;-21,2076;-50,4401;972;0;972;05;;2143;Grande Porte;Baixa/Media Complexidade;0,0
3367312;Hospital CNES 3367312;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;108;0;108;62;;2062;Medio Porte;Baixa/Media Complexidade;0,0
3367371;Hospital CNES 3367371;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;1716;0;1716;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
3398900;Hospital CNES 3398900;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;36;0;36;62;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
3427285;Hospital CNES 3427285;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;48;0;48;62;;2240;Pequeno Porte;Baixa/Media Complexidade;0,0
3446816;Hospital CNES 3446816;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;18;0;18;36;;2240;Pequeno Porte;Baixa/Media Complexidade;0,0
