id_hospital;codigo_municipio;nome_municipio_hospital;uf_hospital;estado_hospital;latitude_hospital;longitude_hospital;leitos_totais;leitos_sus;leitos_nao_sus;esfera;tipo_unidade;nivel_hierarquico;natureza_juridica;porte_hospitalar;alta_complexidade;percentual_sus
0008028;353440;Osasco;SP;Sao Paulo;-23,5324;-46,7916;225;201;24;;05;;1244;Grande Porte;Baixa/Media Complexidade;89,33
0008036;353440;Osasco;SP;Sao Paulo;-23,5324;-46,7916;183;175;8;;07;;1244;Grande Porte;Baixa/Media Complexidade;95,63
0008052;353440;Osasco;SP;Sao Paulo;-23,5324;-46,7916;250;250;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
0008087;353440;Osasco;SP;Sao Paulo;-23,5324;-46,7916;22;22;0;;20;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
0008141;353440;Osasco;SP;Sao Paulo;-23,5324;-46,7916;12;12;0;;20;;1244;Micro Porte;Baixa/Media Complexidade;100,0
0008494;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;32;32;0;;73;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
0008516;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;7;7;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
0008729;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;8;8;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
0008796;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;10;10;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
0008923;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;296;296;0;;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
0009164;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;1;1;0;;15;;1244;Micro Porte;Baixa/Media Complexidade;100,0
0009539;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;54;5;49;;05;;3999;Medio Porte;Baixa/Media Complexidade;9,26
0009601;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;87;72;15;;05;;3999;Medio Porte;Baixa/Media Complexidade;82,76
0009628;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;382;382;0;;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
0009636;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;174;0;174;;07;;3999;Grande Porte;Baixa/Media Complexidade;0,0
0009695;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;6;6;0;;62;;1244;Micro Porte;Baixa/Media Complexidade;100,0
0021520;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;32;32;0;;73;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
0024228;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;35;35;0;;73;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
0026417;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;44;44;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
0042021;350850;Caçapava;SP;Sao Paulo;-23,0992;-45,7076;10;0;10;;07;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0075426;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;27;0;27;;62;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
0080470;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;20;0;20;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;0,0
0081825;350750;Botucatu;SP;Sao Paulo;-22,8837;-48,4437;80;0;80;;05;;2143;Medio Porte;Baixa/Media Complexidade;0,0
0092894;351050;Caraguatatuba;SP;Sao Paulo;-23,6125;-45,4125;201;201;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
0102075;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;113;93;20;;05;;1031;Medio Porte;Baixa/Media Complexidade;82,3
0102105;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;224;204;20;;05;;1031;Grande Porte;Baixa/Media Complexidade;91,07
0115509;352850;Mairiporã;SP;Sao Paulo;-23,3171;-46,5897;35;35;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
0127604;350570;Barueri;SP;Sao Paulo;-23,5057;-46,879;59;59;0;;05;;1244;Medio Porte;Baixa/Media Complexidade;100,0
0133647;350570;Barueri;SP;Sao Paulo;-23,5057;-46,879;8;0;8;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0136328;353800;Pindamonhangaba;SP;Sao Paulo;-22,9246;-45,4613;2;2;0;;15;;1244;Micro Porte;Baixa/Media Complexidade;100,0
0155993;355250;Suzano;SP;Sao Paulo;-23,5448;-46,3112;11;0;11;;36;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0161438;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;216;186;30;;05;;1031;Grande Porte;Baixa/Media Complexidade;86,11
0181145;350290;Araçoiaba da Serra;SP;Sao Paulo;-23,5029;-47,6166;41;41;0;;62;;2062;Pequeno Porte;Baixa/Media Complexidade;100,0
0204714;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;4;0;4;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0210617;353870;Piracicaba;SP;Sao Paulo;-22,7338;-47,6476;1;0;1;;62;;2054;Micro Porte;Baixa/Media Complexidade;0,0
0235385;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;15;0;15;;36;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
0245739;355410;Taubaté;SP;Sao Paulo;-23,0104;-45,5593;1;0;1;;36;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0249033;350280;Araçatuba;SP;Sao Paulo;-21,2076;-50,4401;18;0;18;;62;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
0255661;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;199;0;199;;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
0263192;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;170;0;170;;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0265187;355070;São Sebastião;SP;Sao Paulo;-23,7951;-45,4143;19;19;0;;15;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
0274518;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;1;1;0;;36;;2062;Micro Porte;Baixa/Media Complexidade;100,0
0285641;350410;Atibaia;SP;Sao Paulo;-23,1171;-46,5563;29;0;29;;07;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
0297607;350210;Andradina;SP;Sao Paulo;-20,8948;-51,3786;1;0;1;;07;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0381454;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;1;0;1;;21;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0393290;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;33;0;33;;05;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
0404853;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;24;24;0;;36;;1023;Pequeno Porte;Baixa/Media Complexidade;100,0
0414808;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;7;0;7;;05;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0415588;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;75;0;75;;36;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0419214;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;3;0;3;;05;;2054;Micro Porte;Baixa/Media Complexidade;0,0
0466573;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;6;6;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
0469734;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;11;0;11;;62;;3999;Micro Porte;Baixa/Media Complexidade;0,0
0473561;355250;Suzano;SP;Sao Paulo;-23,5448;-46,3112;111;0;111;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0478474;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;5;0;5;;20;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0507733;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;14;0;14;;05;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0561096;351130;Cedral;SP;Sao Paulo;-20,9009;-49,2664;30;0;30;;15;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
0605484;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;134;30;104;;05;;2062;Medio Porte;Baixa/Media Complexidade;22,39
0643092;355240;Sumaré;SP;Sao Paulo;-22,8204;-47,2728;4;0;4;;73;;2054;Micro Porte;Baixa/Media Complexidade;0,0
0647101;353930;Pirassununga;SP;Sao Paulo;-21,996;-47,4257;7;7;0;;73;;1244;Micro Porte;Baixa/Media Complexidade;100,0
0652601;354580;Santa Bárbara d'Oeste;SP;Sao Paulo;-22,7553;-47,4143;32;0;32;;05;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
0653101;352940;Mauá;SP;Sao Paulo;-23,6677;-46,4613;110;0;110;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0663913;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;20;0;20;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;0,0
0684910;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;41;0;41;;05;;2143;Pequeno Porte;Baixa/Media Complexidade;0,0
0701394;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;61;0;61;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0749990;350115;Alumínio;SP;Sao Paulo;-23,5306;-47,2546;120;0;120;;36;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0789585;352530;Jaú;SP;Sao Paulo;-22,2936;-48,5592;120;0;120;;05;;2143;Medio Porte;Baixa/Media Complexidade;0,0
0830488;354995;São Lourenço da Serra;SP;Sao Paulo;-23,8491;-46,9432;60;0;60;;36;;3999;Medio Porte;Baixa/Media Complexidade;0,0
0837164;350550;Barretos;SP;Sao Paulo;-20,5531;-48,5698;19;0;19;;05;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
0852554;351050;Caraguatatuba;SP;Sao Paulo;-23,6125;-45,4125;1;1;0;;62;;2062;Micro Porte;Baixa/Media Complexidade;100,0
0864560;353950;Pitangueiras;SP;Sao Paulo;-21,0132;-48,221;6;0;6;;05;;2054;Micro Porte;Baixa/Media Complexidade;0,0
0868949;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;34;0;34;;36;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
0894834;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;20;0;20;;69;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
0894842;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;10;0;10;;69;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0908363;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;50;0;50;;69;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0911046;355480;Tremembé;SP;Sao Paulo;-22,9571;-45,5475;10;0;10;;07;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0911437;354970;São José do Rio Pardo;SP;Sao Paulo;-21,5953;-46,8873;12;0;12;;05;;2143;Micro Porte;Baixa/Media Complexidade;0,0
0923478;353860;Piracaia;SP;Sao Paulo;-23,0525;-46,3594;14;0;14;;36;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0932760;350290;Araçoiaba da Serra;SP;Sao Paulo;-23,5029;-47,6166;4;4;0;;07;;2062;Micro Porte;Baixa/Media Complexidade;100,0
0940402;354880;São Caetano do Sul;SP;Sao Paulo;-23,6229;-46,5548;180;0;180;;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
0940623;353760;Peruíbe;SP;Sao Paulo;-24,312;-47,0012;3;0;3;;36;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0953652;351970;Ibiúna;SP;Sao Paulo;-23,6596;-47,223;14;0;14;;36;;2062;Micro Porte;Baixa/Media Complexidade;0,0
0953709;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;8;8;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
0955736;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;64;0;64;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
0962589;354890;São Carlos;SP;Sao Paulo;-22,0174;-47,886;79;0;79;;05;;2143;Medio Porte;Baixa/Media Complexidade;0,0
0993956;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;230;0;230;;05;;2046;Grande Porte;Baixa/Media Complexidade;0,0
2022621;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;231;124;107;;05;;3999;Grande Porte;Baixa/Media Complexidade;53,68
2022648;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;140;59;81;;05;;3999;Medio Porte;Baixa/Media Complexidade;42,14
2023016;350940;Cajuru;SP;Sao Paulo;-21,2749;-47,303;73;55;18;;05;;3999;Medio Porte;Baixa/Media Complexidade;75,34
2023105;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;8;8;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2023113;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;8;8;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2023148;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;180;0;180;;05;;3999;Grande Porte;Baixa/Media Complexidade;0,0
2023350;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;5;5;0;;36;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2023407;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;8;8;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2023431;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;8;8;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2023474;352470;Jaguariúna;SP;Sao Paulo;-22,7037;-46,9851;102;99;3;;05;;1244;Medio Porte;Baixa/Media Complexidade;97,06
2023512;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;37;0;37;;05;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
2023547;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;8;8;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2023709;352340;Itatiba;SP;Sao Paulo;-23,0035;-46,8464;120;74;46;;05;;3999;Medio Porte;Baixa/Media Complexidade;61,67
2023865;352420;Jaborandi;SP;Sao Paulo;-20,6884;-48,4112;17;17;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2024438;353110;Mongaguá;SP;Sao Paulo;-24,0809;-46,6265;36;36;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2024624;350400;Assis;SP;Sao Paulo;-22,66;-50,4183;65;0;65;;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
2024632;352690;Limeira;SP;Sao Paulo;-22,566;-47,397;80;0;80;;05;;2143;Medio Porte;Baixa/Media Complexidade;0,0
2024691;351340;Cruzeiro;SP;Sao Paulo;-22,5728;-44,969;135;101;34;;05;;3999;Medio Porte;Baixa/Media Complexidade;74,81
2024756;350850;Caçapava;SP;Sao Paulo;-23,0992;-45,7076;91;89;2;;05;;3069;Medio Porte;Baixa/Media Complexidade;97,8
2024772;350860;Cachoeira Paulista;SP;Sao Paulo;-22,6665;-45,0154;32;32;0;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;100,0
2025361;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;169;169;0;;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
2025477;352430;Jaboticabal;SP;Sao Paulo;-21,252;-48,3252;86;49;37;;05;;3999;Medio Porte;Baixa/Media Complexidade;56,98
2025507;352900;Marília;SP;Sao Paulo;-22,2171;-49,9501;335;315;20;;05;;3069;Grande Porte;Baixa/Media Complexidade;94,03
2025752;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;533;256;277;;05;;3999;Grande Porte;Baixa/Media Complexidade;48,03
2025760;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;224;0;224;;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
2026074;352440;Jacareí;SP;Sao Paulo;-23,2983;-45,9658;28;0;28;;05;;2054;Pequeno Porte;Baixa/Media Complexidade;0,0
2026112;352440;Jacareí;SP;Sao Paulo;-23,2983;-45,9658;50;0;50;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
2026805;351860;Guariba;SP;Sao Paulo;-21,3594;-48,2316;61;53;8;;05;;3999;Medio Porte;Baixa/Media Complexidade;86,89
2027186;352240;Itapeva;SP;Sao Paulo;-23,9788;-48,8764;153;127;26;;05;;3999;Grande Porte;Baixa/Media Complexidade;83,01
2027240;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;4;4;0;;62;;1031;Micro Porte;Baixa/Media Complexidade;100,0
2027348;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;170;0;170;;07;;3999;Grande Porte;Baixa/Media Complexidade;0,0
2027356;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;142;142;0;;05;;1244;Medio Porte;Baixa/Media Complexidade;100,0
2027658;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;6;6;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
2028204;353130;Monte Alto;SP;Sao Paulo;-21,2655;-48,4971;89;60;29;;05;;3999;Medio Porte;Baixa/Media Complexidade;67,42
2028239;355430;Teodoro Sampaio;SP;Sao Paulo;-22,5299;-52,1682;58;52;6;;05;;3999;Medio Porte;Baixa/Media Complexidade;89,66
2028840;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;311;311;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2029626;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;8;8;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
2031884;354390;Rio Claro;SP;Sao Paulo;-22,3984;-47,5546;8;8;0;;70;;1155;Micro Porte;Baixa/Media Complexidade;100,0
2032104;352940;Mauá;SP;Sao Paulo;-23,6677;-46,4613;8;8;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2032481;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;96;0;96;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
2033003;353440;Osasco;SP;Sao Paulo;-23,5324;-46,7916;4;0;4;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
2034417;351380;Diadema;SP;Sao Paulo;-23,6813;-46,6205;12;12;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2034670;355250;Suzano;SP;Sao Paulo;-23,5448;-46,3112;1;1;0;;73;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2035723;351840;Guaratinguetá;SP;Sao Paulo;-22,8075;-45,1938;39;5;34;;05;;2062;Pequeno Porte;Baixa/Media Complexidade;12,82
2037297;350380;Artur Nogueira;SP;Sao Paulo;-22,5727;-47,1727;12;12;0;;05;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2038048;354690;Santa Lúcia;SP;Sao Paulo;-21,685;-48,0885;8;0;8;;20;;1244;Micro Porte;Baixa/Media Complexidade;0,0
2038315;355040;São Pedro;SP;Sao Paulo;-22,5483;-47,9096;1;1;0;;15;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2038447;352100;Iperó;SP;Sao Paulo;-23,3513;-47,6927;15;15;0;;20;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2039001;355250;Suzano;SP;Sao Paulo;-23,5448;-46,3112;37;37;0;;20;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2039672;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;7;7;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2040069;351880;Guarulhos;SP;Sao Paulo;-23,4538;-46,5333;125;125;0;;07;;3999;Medio Porte;Baixa/Media Complexidade;100,0
2040484;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;6;6;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2040573;352050;Indaiatuba;SP;Sao Paulo;-23,0816;-47,2101;16;16;0;;62;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2040808;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;6;6;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
2042894;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;26;26;0;;20;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2043319;351110;Catanduva;SP;Sao Paulo;-21,1314;-48,977;2;1;1;;62;;2062;Micro Porte;Baixa/Media Complexidade;50,0
2043351;351110;Catanduva;SP;Sao Paulo;-21,1314;-48,977;2;1;1;;62;;2062;Micro Porte;Baixa/Media Complexidade;50,0
2043580;351620;Franca;SP;Sao Paulo;-20,5352;-47,4039;36;36;0;;20;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2048132;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;1;0;1;;07;;2062;Micro Porte;Baixa/Media Complexidade;0,0
2051788;351380;Diadema;SP;Sao Paulo;-23,6813;-46,6205;24;24;0;;70;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2052415;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;5;5;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2052431;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;6;6;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2052474;354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758;12;0;12;;05;;2143;Micro Porte;Baixa/Media Complexidade;0,0
2053500;353150;Monte Azul Paulista;SP;Sao Paulo;-20,9065;-48,6387;40;25;15;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;62,5
2053519;353150;Monte Azul Paulista;SP;Sao Paulo;-20,9065;-48,6387;30;26;4;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;86,67
2054515;351880;Guarulhos;SP;Sao Paulo;-23,4538;-46,5333;9;9;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2055236;355100;São Vicente;SP;Sao Paulo;-23,9574;-46,3883;6;0;6;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
2055260;354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758;1;0;1;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
2058243;355090;São Simão;SP;Sao Paulo;-21,4732;-47,5518;40;36;4;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;90,0
2058308;353340;Nova Odessa;SP;Sao Paulo;-22,7832;-47,2941;35;35;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2058332;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;79;79;0;;05;;1023;Medio Porte;Baixa/Media Complexidade;100,0
2058340;354190;Queluz;SP;Sao Paulo;-22,5312;-44,7781;19;19;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2058391;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;669;28;641;;05;;3999;Grande Porte;Baixa/Media Complexidade;4,19
2058405;355200;Silveiras;SP;Sao Paulo;-22,6638;-44,8522;2;2;0;;15;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2058502;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;886;6;880;;05;;1112;Grande Porte;Baixa/Media Complexidade;0,68
2058618;351110;Catanduva;SP;Sao Paulo;-21,1314;-48,977;1;0;1;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
2058626;351110;Catanduva;SP;Sao Paulo;-21,1314;-48,977;184;138;46;;07;;3999;Grande Porte;Baixa/Media Complexidade;75,0
2058782;354140;Presidente Prudente;SP;Sao Paulo;-22,1207;-51,3925;172;160;12;;07;;3999;Grande Porte;Baixa/Media Complexidade;93,02
2058790;350160;Americana;SP;Sao Paulo;-22,7374;-47,3331;146;145;1;;05;;1244;Medio Porte;Baixa/Media Complexidade;99,32
2060140;354100;Praia Grande;SP;Sao Paulo;-24,0084;-46,4121;5;0;5;;62;;2240;Micro Porte;Baixa/Media Complexidade;0,0
2061562;352940;Mauá;SP;Sao Paulo;-23,6677;-46,4613;13;13;0;;73;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2062054;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;1;1;0;;73;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2065606;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;6;6;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2065665;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;89;89;0;;07;;1023;Medio Porte;Baixa/Media Complexidade;100,0
2066092;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;295;295;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2066386;352500;Jandira;SP;Sao Paulo;-23,5275;-46,9023;15;0;15;;62;;2240;Pequeno Porte;Baixa/Media Complexidade;0,0
2066572;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;290;290;0;;05;;1023;Grande Porte;Baixa/Media Complexidade;100,0
2068400;354880;São Caetano do Sul;SP;Sao Paulo;-23,6229;-46,5548;4;0;4;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
2068974;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;19;19;0;;62;;1023;Pequeno Porte;Baixa/Media Complexidade;100,0
2069008;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;6;6;0;;62;;1023;Micro Porte;Baixa/Media Complexidade;100,0
2069474;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;10;0;10;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
2069776;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;279;274;5;;05;;1244;Grande Porte;Baixa/Media Complexidade;98,21
2070413;351110;Catanduva;SP;Sao Paulo;-21,1314;-48,977;126;0;126;;05;;2143;Medio Porte;Baixa/Media Complexidade;0,0
2070502;351030;Capela do Alto;SP;Sao Paulo;-23,4685;-47,7388;14;14;0;;73;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2070766;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;121;121;0;;07;;1023;Medio Porte;Baixa/Media Complexidade;100,0
2070804;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;5;5;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
2071347;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;6;6;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
2071371;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;122;122;0;;07;;1023;Medio Porte;Baixa/Media Complexidade;100,0
2071568;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;445;390;55;;07;;3069;Grande Porte;Baixa/Media Complexidade;87,64
2072033;351510;Embu-Guaçu;SP;Sao Paulo;-23,8297;-46,8136;15;15;0;;15;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
2072513;354730;Santana de Parnaíba;SP;Sao Paulo;-23,4439;-46,9178;48;46;2;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;95,83
2075717;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;72;61;11;;05;;1031;Medio Porte;Baixa/Media Complexidade;84,72
