id_hospital;codigo_municipio;nome_municipio_hospital;uf_hospital;estado_hospital;latitude_hospital;longitude_hospital;leitos_totais;leitos_sus;leitos_nao_sus;esfera;tipo_unidade;nivel_hierarquico;natureza_juridica;porte_hospitalar;alta_complexidade;percentual_sus
7210094;351230;Conchas;SP;Sao Paulo;-23,0154;-48,0134;15;14;1;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;93,33
7223560;353780;Piedade;SP;Sao Paulo;-23,7139;-47,4256;6;0;6;;36;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7228163;352220;Itapecerica da Serra;SP;Sao Paulo;-23,7161;-46,8572;16;16;0;;20;;1120;Pequeno Porte;Baixa/Media Complexidade;100,0
7240481;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;35;0;35;;36;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
7252455;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;210;190;20;;05;;3999;Grande Porte;Baixa/Media Complexidade;90,48
7261012;351380;Diadema;SP;Sao Paulo;-23,6813;-46,6205;60;0;60;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
7264755;353390;Olímpia;SP;Sao Paulo;-20,7366;-48,9106;1;0;1;;20;;2143;Micro Porte;Baixa/Media Complexidade;0,0
7276621;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;8;8;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
7309899;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;5;5;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
7320175;355020;São Miguel Arcanjo;SP;Sao Paulo;-23,8782;-47,9935;80;80;0;;05;;3999;Medio Porte;Baixa/Media Complexidade;100,0
7343256;354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758;10;10;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
7352980;350320;Araraquara;SP;Sao Paulo;-21,7845;-48,178;9;0;9;;07;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7357079;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;101;0;101;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
7357192;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;9;0;9;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7368704;355400;Tatuí;SP;Sao Paulo;-23,3487;-47,8461;48;0;48;;05;;2143;Pequeno Porte;Baixa/Media Complexidade;0,0
7371349;355100;São Vicente;SP;Sao Paulo;-23,9574;-46,3883;59;50;9;;05;;1244;Medio Porte;Baixa/Media Complexidade;84,75
7373465;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;266;266;0;;05;;1244;Grande Porte;Baixa/Media Complexidade;100,0
7378394;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;2;2;0;;62;;1031;Micro Porte;Baixa/Media Complexidade;100,0
7385978;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;6;6;0;;62;;3999;Micro Porte;Baixa/Media Complexidade;100,0
7390157;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;120;0;120;;62;;3999;Medio Porte;Baixa/Media Complexidade;0,0
7400926;354140;Presidente Prudente;SP;Sao Paulo;-22,1207;-51,3925;113;72;41;;07;;3069;Medio Porte;Baixa/Media Complexidade;63,72
7420595;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;31;31;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
7435568;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;10;0;10;;05;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7448465;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;70;0;70;;62;;2240;Medio Porte;Baixa/Media Complexidade;0,0
7451229;351550;Fernandópolis;SP;Sao Paulo;-20,2806;-50,2471;5;0;5;;62;;3069;Micro Porte;Baixa/Media Complexidade;0,0
7463030;350760;Bragança Paulista;SP;Sao Paulo;-22,9527;-46,5419;19;19;0;;73;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
7469926;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;15;0;15;;62;;2240;Pequeno Porte;Baixa/Media Complexidade;0,0
7473702;353060;Mogi das Cruzes;SP;Sao Paulo;-23,5208;-46,1854;69;69;0;;05;;1244;Medio Porte;Baixa/Media Complexidade;100,0
7494068;352310;Itaquaquecetuba;SP;Sao Paulo;-23,4835;-46,3457;15;15;0;;73;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
7496117;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;9;9;0;;62;;1023;Micro Porte;Baixa/Media Complexidade;100,0
7497857;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;8;8;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
7504160;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;8;8;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
7515782;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;7;0;7;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7544529;351870;Guarujá;SP;Sao Paulo;-23,9888;-46,258;46;46;0;;05;;1023;Pequeno Porte;Baixa/Media Complexidade;100,0
7547439;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;32;0;32;;62;;3999;Pequeno Porte;Baixa/Media Complexidade;0,0
7561369;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;10;0;10;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7564902;350320;Araraquara;SP;Sao Paulo;-21,7845;-48,178;35;0;35;;05;;2054;Pequeno Porte;Baixa/Media Complexidade;0,0
7568428;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;6;0;6;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7572468;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;2;2;0;;62;;3999;Micro Porte;Baixa/Media Complexidade;100,0
7573162;352590;Jundiaí;SP;Sao Paulo;-23,1852;-46,8974;136;130;6;;05;;1023;Medio Porte;Baixa/Media Complexidade;95,59
7576692;350600;Bauru;SP;Sao Paulo;-22,3246;-49,0871;8;0;8;;70;;1244;Micro Porte;Baixa/Media Complexidade;0,0
7580770;350900;Caieiras;SP;Sao Paulo;-23,3607;-46,7397;54;54;0;;05;;1023;Medio Porte;Baixa/Media Complexidade;100,0
7582242;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;2;0;2;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7593643;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;171;0;171;;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
7602227;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;55;0;55;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
7603274;352170;Itaberá;SP;Sao Paulo;-23,8638;-49,14;19;19;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
7612990;350750;Botucatu;SP;Sao Paulo;-22,8837;-48,4437;104;0;104;;05;;2143;Medio Porte;Baixa/Media Complexidade;0,0
7615280;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;62;33;29;;05;;3999;Medio Porte;Baixa/Media Complexidade;53,23
7622244;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;15;0;15;;07;;2240;Pequeno Porte;Baixa/Media Complexidade;0,0
7644167;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;43;0;43;;05;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
7665512;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;1;0;1;;36;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7667965;350900;Caieiras;SP;Sao Paulo;-23,3607;-46,7397;10;0;10;;05;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7676484;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;284;0;284;;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
7682581;353440;Osasco;SP;Sao Paulo;-23,5324;-46,7916;40;40;0;;20;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
7696981;351130;Cedral;SP;Sao Paulo;-20,9009;-49,2664;30;0;30;;15;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
7701810;354140;Presidente Prudente;SP;Sao Paulo;-22,1207;-51,3925;17;0;17;;05;;2143;Pequeno Porte;Baixa/Media Complexidade;0,0
7706502;350290;Araçoiaba da Serra;SP;Sao Paulo;-23,5029;-47,6166;162;0;162;;62;;2062;Grande Porte;Baixa/Media Complexidade;0,0
7709641;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;5;5;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
7711980;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;187;178;9;;05;;1031;Grande Porte;Baixa/Media Complexidade;95,19
7712308;350850;Caçapava;SP;Sao Paulo;-23,0992;-45,7076;10;0;10;;83;;3999;Micro Porte;Baixa/Media Complexidade;0,0
7718136;354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758;17;0;17;;07;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
7726155;351050;Caraguatatuba;SP;Sao Paulo;-23,6125;-45,4125;10;0;10;;05;;2143;Micro Porte;Baixa/Media Complexidade;0,0
7755333;353800;Pindamonhangaba;SP;Sao Paulo;-22,9246;-45,4613;101;0;101;;05;;2143;Medio Porte;Baixa/Media Complexidade;0,0
7769105;350900;Caieiras;SP;Sao Paulo;-23,3607;-46,7397;5;0;5;;36;;2054;Micro Porte;Baixa/Media Complexidade;0,0
7778317;351500;Embu das Artes;SP;Sao Paulo;-23,6437;-46,8579;5;0;5;;36;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7798121;352340;Itatiba;SP;Sao Paulo;-23,0035;-46,8464;7;0;7;;36;;2143;Micro Porte;Baixa/Media Complexidade;0,0
7806116;352310;Itaquaquecetuba;SP;Sao Paulo;-23,4835;-46,3457;6;0;6;;73;;1244;Micro Porte;Baixa/Media Complexidade;0,0
7811535;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;8;8;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
7822421;353710;Pedreira;SP;Sao Paulo;-22,7413;-46,8948;49;49;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
7823940;354910;São João da Boa Vista;SP;Sao Paulo;-21,9707;-46,7944;1;0;1;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7825757;353870;Piracicaba;SP;Sao Paulo;-22,7338;-47,6476;1;0;1;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7830475;353060;Mogi das Cruzes;SP;Sao Paulo;-23,5208;-46,1854;15;0;15;;05;;3999;Pequeno Porte;Baixa/Media Complexidade;0,0
7838530;353060;Mogi das Cruzes;SP;Sao Paulo;-23,5208;-46,1854;109;0;109;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
7849184;355250;Suzano;SP;Sao Paulo;-23,5448;-46,3112;95;0;95;;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
7852444;352240;Itapeva;SP;Sao Paulo;-23,9788;-48,8764;20;0;20;;62;;2143;Pequeno Porte;Baixa/Media Complexidade;0,0
7853130;352220;Itapecerica da Serra;SP;Sao Paulo;-23,7161;-46,8572;68;0;68;;07;;2054;Medio Porte;Baixa/Media Complexidade;0,0
7863594;354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758;17;0;17;;07;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
7864124;350750;Botucatu;SP;Sao Paulo;-22,8837;-48,4437;45;45;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
7865317;353390;Olímpia;SP;Sao Paulo;-20,7366;-48,9106;1;0;1;;20;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7869088;355280;Taboão da Serra;SP;Sao Paulo;-23,6019;-46,7526;108;0;108;;07;;2054;Medio Porte;Baixa/Media Complexidade;0,0
7885636;350290;Araçoiaba da Serra;SP;Sao Paulo;-23,5029;-47,6166;3;0;3;;77;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7886470;351110;Catanduva;SP;Sao Paulo;-21,1314;-48,977;1;0;1;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
7894260;351870;Guarujá;SP;Sao Paulo;-23,9888;-46,258;62;0;62;;05;;3999;Medio Porte;Baixa/Media Complexidade;0,0
7899599;351840;Guaratinguetá;SP;Sao Paulo;-22,8075;-45,1938;13;0;13;;05;;1015;Micro Porte;Baixa/Media Complexidade;0,0
7908121;350290;Araçoiaba da Serra;SP;Sao Paulo;-23,5029;-47,6166;60;0;60;;62;;3999;Medio Porte;Baixa/Media Complexidade;0,0
7920288;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;30;0;30;;36;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
7940939;350840;Cabreúva;SP;Sao Paulo;-23,3053;-47,1362;49;0;49;;07;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
7947984;350970;Campos do Jordão;SP;Sao Paulo;-22,7296;-45,5833;49;49;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
7965192;354340;Ribeirão Preto;SP;Sao Paulo;-21,1699;-47,8099;164;2;162;;05;;2143;Grande Porte;Baixa/Media Complexidade;1,22
7979649;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;5;5;0;;62;;1031;Micro Porte;Baixa/Media Complexidade;100,0
7992890;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;105;86;19;;05;;1031;Medio Porte;Baixa/Media Complexidade;81,9
8002428;351350;Cubatão;SP;Sao Paulo;-23,8911;-46,424;13;13;0;;21;;1244;Micro Porte;Baixa/Media Complexidade;100,0
8005877;352430;Jaboticabal;SP;Sao Paulo;-21,252;-48,3252;162;0;162;;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
9017976;351110;Catanduva;SP;Sao Paulo;-21,1314;-48,977;3;0;3;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
9039864;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;4;0;4;;62;;3999;Micro Porte;Baixa/Media Complexidade;0,0
9061819;355700;Votorantim;SP;Sao Paulo;-23,5446;-47,4388;47;0;47;;05;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
9103147;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;17;0;17;;62;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
9131434;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;125;0;125;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
9149511;351880;Guarulhos;SP;Sao Paulo;-23,4538;-46,5333;104;0;104;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
9158510;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;13;0;13;;62;;2240;Micro Porte;Baixa/Media Complexidade;0,0
9183477;352590;Jundiaí;SP;Sao Paulo;-23,1852;-46,8974;10;10;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
9188150;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;6;6;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
9194258;354880;São Caetano do Sul;SP;Sao Paulo;-23,6229;-46,5548;267;0;267;;05;;2046;Grande Porte;Baixa/Media Complexidade;0,0
9206450;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;8;8;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
9206884;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;15;0;15;;07;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
9224424;354140;Presidente Prudente;SP;Sao Paulo;-22,1207;-51,3925;8;8;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
9224815;350550;Barretos;SP;Sao Paulo;-20,5531;-48,5698;3;0;3;;36;;2062;Micro Porte;Baixa/Media Complexidade;0,0
9232141;350190;Amparo;SP;Sao Paulo;-22,7088;-46,772;2;2;0;;36;;1023;Micro Porte;Baixa/Media Complexidade;100,0
9241140;353930;Pirassununga;SP;Sao Paulo;-21,996;-47,4257;57;0;57;;07;;2062;Medio Porte;Baixa/Media Complexidade;0,0
9244123;352690;Limeira;SP;Sao Paulo;-22,566;-47,397;6;0;6;;36;;2062;Micro Porte;Baixa/Media Complexidade;0,0
9255826;351880;Guarulhos;SP;Sao Paulo;-23,4538;-46,5333;98;0;98;;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
9266569;354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758;1;0;1;;07;;2062;Micro Porte;Baixa/Media Complexidade;0,0
9267263;350320;Araraquara;SP;Sao Paulo;-21,7845;-48,178;23;23;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
9278990;352430;Jaboticabal;SP;Sao Paulo;-21,252;-48,3252;40;0;40;;36;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
9287671;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;25;0;25;;07;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
9297715;353760;Peruíbe;SP;Sao Paulo;-24,312;-47,0012;18;18;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
9303685;352720;Lorena;SP;Sao Paulo;-22,7334;-45,1197;27;0;27;;62;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
9305513;350940;Cajuru;SP;Sao Paulo;-21,2749;-47,303;67;0;67;;36;;2240;Medio Porte;Baixa/Media Complexidade;0,0
9314687;355370;Taquaritinga;SP;Sao Paulo;-21,4049;-48,5103;2;2;0;;36;;1023;Micro Porte;Baixa/Media Complexidade;100,0
9314903;350280;Araçatuba;SP;Sao Paulo;-21,2076;-50,4401;5;5;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
9329080;351430;Dourado;SP;Sao Paulo;-22,1044;-48,3178;18;18;0;;05;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
9330070;355240;Sumaré;SP;Sao Paulo;-22,8204;-47,2728;1;0;1;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
9335951;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;48;0;48;;05;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
9344462;351840;Guaratinguetá;SP;Sao Paulo;-22,8075;-45,1938;1;0;1;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
9345949;352340;Itatiba;SP;Sao Paulo;-23,0035;-46,8464;1;1;0;;62;;2062;Micro Porte;Baixa/Media Complexidade;100,0
9353720;351110;Catanduva;SP;Sao Paulo;-21,1314;-48,977;2;0;2;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
9363165;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;20;10;10;;70;;1031;Pequeno Porte;Baixa/Media Complexidade;50,0
9373306;351870;Guarujá;SP;Sao Paulo;-23,9888;-46,258;112;0;112;;05;;3999;Medio Porte;Baixa/Media Complexidade;0,0
9377255;352900;Marília;SP;Sao Paulo;-22,2171;-49,9501;71;41;30;;05;;3999;Medio Porte;Baixa/Media Complexidade;57,75
9393277;350290;Araçoiaba da Serra;SP;Sao Paulo;-23,5029;-47,6166;60;0;60;;62;;3999;Medio Porte;Baixa/Media Complexidade;0,0
9411801;352220;Itapecerica da Serra;SP;Sao Paulo;-23,7161;-46,8572;48;0;48;;36;;3999;Pequeno Porte;Baixa/Media Complexidade;0,0
9413634;355660;Vera Cruz;SP;Sao Paulo;-22,2183;-49,8207;36;0;36;;36;;3999;Pequeno Porte;Baixa/Media Complexidade;0,0
9421521;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;1;0;1;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
9425802;353870;Piracicaba;SP;Sao Paulo;-22,7338;-47,6476;129;129;0;;05;;1023;Medio Porte;Baixa/Media Complexidade;100,0
9438890;353020;Mirante do Paranapanema;SP;Sao Paulo;-22,2904;-51,9084;23;23;0;;20;;1244;Pequeno Porte;Baixa/Media Complexidade;100,0
9452354;352520;Jarinu;SP;Sao Paulo;-23,1039;-46,728;12;0;12;;05;;2062;Micro Porte;Baixa/Media Complexidade;0,0
9462023;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;4;4;0;;36;;3069;Micro Porte;Baixa/Media Complexidade;100,0
9465464;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;287;232;55;;05;;1031;Grande Porte;Baixa/Media Complexidade;80,84
9477373;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;88;0;88;;05;;2143;Medio Porte;Baixa/Media Complexidade;0,0
9485023;352680;Lençóis Paulista;SP;Sao Paulo;-22,6027;-48,8037;85;0;85;;36;;2062;Medio Porte;Baixa/Media Complexidade;0,0
9488227;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;116;0;116;;07;;2054;Medio Porte;Baixa/Media Complexidade;0,0
9490604;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;331;0;331;;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
9491112;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;260;204;56;;05;;1023;Grande Porte;Baixa/Media Complexidade;78,46
9491252;354990;São José dos Campos;SP;Sao Paulo;-23,1896;-45,8841;162;152;10;;05;;1023;Grande Porte;Baixa/Media Complexidade;93,83
9500138;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;16;0;16;;07;;3069;Pequeno Porte;Baixa/Media Complexidade;0,0
9502254;354980;São José do Rio Preto;SP;Sao Paulo;-20,8113;-49,3758;11;0;11;;07;;2062;Micro Porte;Baixa/Media Complexidade;0,0
9514813;355060;São Roque;SP;Sao Paulo;-23,5226;-47,1357;120;0;120;;83;;3999;Medio Porte;Baixa/Media Complexidade;0,0
9536248;352310;Itaquaquecetuba;SP;Sao Paulo;-23,4835;-46,3457;7;7;0;;73;;1244;Micro Porte;Baixa/Media Complexidade;100,0
9549846;350760;Bragança Paulista;SP;Sao Paulo;-22,9527;-46,5419;50;0;50;;05;;2062;Medio Porte;Baixa/Media Complexidade;0,0
9554157;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;469;0;469;;05;;2054;Grande Porte;Baixa/Media Complexidade;0,0
9556095;354260;Registro;SP;Sao Paulo;-24,4979;-47,8449;156;146;10;;05;;1023;Grande Porte;Baixa/Media Complexidade;93,59
9567674;354850;Santos;SP;Sao Paulo;-23,9535;-46,335;1;1;0;;36;;3999;Micro Porte;Baixa/Media Complexidade;100,0
9580743;355100;São Vicente;SP;Sao Paulo;-23,9574;-46,3883;10;10;0;;62;;1023;Micro Porte;Baixa/Media Complexidade;100,0
9584633;352220;Itapecerica da Serra;SP;Sao Paulo;-23,7161;-46,8572;80;0;80;;07;;2054;Medio Porte;Baixa/Media Complexidade;0,0
9609474;355250;Suzano;SP;Sao Paulo;-23,5448;-46,3112;12;12;0;;20;;1244;Micro Porte;Baixa/Media Complexidade;100,0
9616616;351300;Cotia;SP;Sao Paulo;-23,6022;-46,919;50;0;50;;07;;2062;Medio Porte;Baixa/Media Complexidade;0,0
9618554;355220;Sorocaba;SP;Sao Paulo;-23,4969;-47,4451;5;5;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
9639659;351280;Cosmópolis;SP;Sao Paulo;-22,6419;-47,1926;81;43;38;;05;;3999;Medio Porte;Baixa/Media Complexidade;53,09
9645543;354780;Santo André;SP;Sao Paulo;-23,6737;-46,5432;10;0;10;;62;;2062;Micro Porte;Baixa/Media Complexidade;0,0
9652221;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;45;0;45;;07;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
9664815;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;6;6;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
9664831;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;8;8;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
9680500;351670;Garça;SP;Sao Paulo;-22,2125;-49,6546;89;67;22;;05;;3999;Medio Porte;Baixa/Media Complexidade;75,28
9684093;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;8;8;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
9684948;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;230;0;230;;05;;2062;Grande Porte;Baixa/Media Complexidade;0,0
9685111;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;6;6;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
9688455;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;8;8;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
9691553;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;8;8;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
9727345;351300;Cotia;SP;Sao Paulo;-23,6022;-46,919;172;0;172;;07;;3999;Grande Porte;Baixa/Media Complexidade;0,0
9735372;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;42;0;42;;05;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
9738754;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;102;0;102;;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
9763201;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;25;0;25;;62;;1104;Pequeno Porte;Baixa/Media Complexidade;0,0
9768688;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;80;0;80;;05;;3999;Medio Porte;Baixa/Media Complexidade;0,0
9769641;352250;Itapevi;SP;Sao Paulo;-23,5488;-46,9327;68;0;68;;05;;2054;Medio Porte;Baixa/Media Complexidade;0,0
9773657;355150;Serrana;SP;Sao Paulo;-21,2043;-47,5952;82;82;0;;05;;1023;Medio Porte;Baixa/Media Complexidade;100,0
9778004;350850;Caçapava;SP;Sao Paulo;-23,0992;-45,7076;3;3;0;;15;;1244;Micro Porte;Baixa/Media Complexidade;100,0
9788417;355030;São Paulo;SP;Sao Paulo;-23,5329;-46,6395;6;6;0;;70;;1031;Micro Porte;Baixa/Media Complexidade;100,0
9793291;350850;Caçapava;SP;Sao Paulo;-23,0992;-45,7076;65;0;65;;07;;2135;Medio Porte;Baixa/Media Complexidade;0,0
9799176;354890;São Carlos;SP;Sao Paulo;-22,0174;-47,886;17;0;17;;05;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
9806342;350950;Campinas;SP;Sao Paulo;-22,9053;-47,0659;10;0;10;;05;;3999;Micro Porte;Baixa/Media Complexidade;0,0
9816658;351620;Franca;SP;Sao Paulo;-20,5352;-47,4039;6;6;0;;70;;1244;Micro Porte;Baixa/Media Complexidade;100,0
9838074;354870;São Bernardo do Campo;SP;Sao Paulo;-23,6914;-46,5646;20;0;20;;36;;3999;Pequeno Porte;Baixa/Media Complexidade;0,0
9843590;351030;Capela do Alto;SP;Sao Paulo;-23,4685;-47,7388;45;0;45;;36;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
9866205;350410;Atibaia;SP;Sao Paulo;-23,1171;-46,5563;40;0;40;;07;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
9868682;351970;Ibiúna;SP;Sao Paulo;-23,6596;-47,223;27;0;27;;07;;2062;Pequeno Porte;Baixa/Media Complexidade;0,0
